drug_id,side_effect
CID100042615,Gastrointestinal disorder
CID100042615,Vulvovaginal dryness
CID100042615,Erectile dysfunction
CID100042615,Breast tenderness
CID100042615,Anaphylactoid reaction
CID100042615,Gastrointestinal pain
CID100042615,Blood and lymphatic system disorders
CID100042615,Sleep disorder
CID100042615,Insomnia
CID100042615,Musculoskeletal discomfort
CID100042615,Parosmia
CID100042615,Loss of libido
CID100042615,Loss of libido
CID100042615,Visual impairment
CID100042955,Gastrointestinal pain
CID100042955,Arrhythmia
CID100042955,Bronchospasm
CID100042955,Diarrhoea
CID100042955,Somnolence
CID100042955,Dysmenorrhoea
CID100042955,Dyspepsia
CID100042955,Oedema
CID100042955,Genital disorder female
CID100042955,Glycosuria
CID100042955,Haematuria
CID100042955,Hypersensitivity
CID100042955,Hypertension
CID100042955,Inflammation
CID100042955,Inflammation
CID100042955,Menstrual disorder
CID100042955,Metrorrhagia
CID100042955,Cramp muscle
CID100042955,Urine output increased
CID100042955,Arterial thrombosis
CID100042955,Myalgia
CID100042955,Ache
CID100042955,Erectile dysfunction
CID100042955,Retained placenta
CID100042955,Retained placenta or membranes
CID100042955,Cardiac enzymes increased
CID100042955,Embolism
CID100042955,Uterine cramps
CID100044563,Blepharitis
CID100044563,Dizziness
CID100044563,Rash
CID100044563,Headache
CID100044563,Sneezing
CID100044563,Ulcer
CID100044563,Scab
CID100044563,Nasal dryness
CID100044563,Lacrimation
CID100044564,Rash
CID100044564,Pruritus
CID100044564,Swelling
CID100044564,Eye pain
CID100044564,Feeling hot
CID100044564,Discomfort
CID100044564,Upset stomach
CID100044564,Chemosis
CID100044564,Dry eye
CID100044564,Sensation of foreign body
CID100044564,Stinging
CID100045469,Abdominal pain
CID100045469,Drowsiness
CID100045469,Somnolence
CID100045469,Flushing
CID100045469,Hypotension
CID100045469,Orthostatic hypotension
CID100045469,Nausea
CID100045469,Tachycardia
CID100045469,Tinnitus
CID100045469,Intracranial pressure increased
CID100045469,Hyperreflexia
CID100045469,Retching
CID100045469,Retching
CID100045469,Platelet count decreased
CID100045469,Platelet count decreased
CID100045469,Chest discomfort
CID100045469,Ileus
CID100047319,Hypersensitivity
CID100047319,Mediastinal disorder
CID100047319,Mediastinal disorder
CID100047319,Azotaemia
CID100047319,Injury
CID100047319,Encephalitis viral
CID100047320,Dyspnoea
CID100047320,Rash
CID100047320,Flushing
CID100047320,Myopathy
CID100047320,Myopathy
CID100047320,Convulsion
CID100047320,Erythema
CID100047320,Urticaria
CID100047320,Rash
CID100047320,Dermatitis
CID100047320,Myopathy
CID100047320,Wheezing
CID100047419,Abdominal pain
CID100047419,Agranulocytosis
CID100047419,Agranulocytosis
CID100047419,Vulvovaginal candidiasis
CID100047419,Dizziness
CID100047419,Eosinophilia
CID100047419,Headache
CID100047419,Pruritus vulvae
CID100047419,Thrombocytopenia
CID100047419,Vaginal itching
CID100047419,Chills
CID100047419,Stomatitis
CID100047419,Joint swelling
CID100047419,Joint swelling
CID100047419,Gastrointestinal disorder
CID100047419,Swollen tongue
CID100047471,Tenderness
CID100047528,Abscess
CID100047528,Decreased appetite
CID100047528,Arrhythmia
CID100047528,Asthenia
CID100047528,Infection
CID100047528,Constipation
CID100047528,Constipation
CID100047528,Diarrhoea
CID100047528,Diplopia
CID100047528,Dizziness
CID100047528,Oedema
CID100047528,Oedema
CID100047528,Dermatitis
CID100047528,Eye disorder
CID100047528,Body temperature increased
CID100047528,Flushing
CID100047528,Headache
CID100047528,Lethargy
CID100047528,Hepatocellular injury
CID100047528,Foetor hepaticus
CID100047528,Sweating
CID100047528,Tinnitus
CID100047528,Vestibular disorder
CID100047528,Genital ulceration
CID100047528,Genital ulceration
CID100047528,Discomfort
CID100047528,Tongue ulceration
CID100047528,Large intestinal ulcer
CID100047640,Agranulocytosis
CID100047640,Dizziness
CID100047640,Headache
CID100047725,Abdominal pain
CID100047725,Anaphylactic shock
CID100047725,Mental disorder
CID100047725,Blood pressure abnormal
CID100047725,Transient ischaemic attack
CID100047725,Confusional state
CID100047725,Cystitis noninfective
CID100047725,Libido decreased
CID100047725,Depression
CID100047725,Drowsiness
CID100047725,Drug hypersensitivity
CID100047725,Extravasation
CID100047725,Eye disorder
CID100047725,Body temperature increased
CID100047725,Fracture
CID100047725,Hair disorder
CID100047725,Cardiac disorder
CID100047725,Cardiac failure congestive
CID100047725,Hypercalcaemia
CID100047725,Hyperglycaemia
CID100047725,Hypertension
CID100047725,Hypotension
CID100047725,Disturbance in sexual arousal
CID100047725,Influenza
CID100047725,Osteoarthritis
CID100047725,Neoplasm
CID100047725,Nervous system disorder
CID100047725,Nervousness
CID100047725,IIIrd nerve paralysis
CID100047725,Osteoporosis
CID100047725,Palpitations
CID100047725,Paraesthesia
CID100047725,Pituitary tumour
CID100047725,Rhinitis
CID100047725,Rhinitis
CID100047725,Shock
CID100047725,Sinusitis
CID100047725,Thirst
CID100047725,Ulcer
CID100047725,Ureteric obstruction
CID100047725,Urinary tract disorder
CID100047725,Urinary tract disorder
CID100047725,Uterine haemorrhage
CID100047725,Dry mouth
CID100047725,Dry mouth
CID100047725,Urinary retention
CID100047725,Sudden cardiac death
CID100047725,Mood swings
CID100047725,Oedema peripheral
CID100047725,Application site reaction
CID100047725,Skin discolouration
CID100047725,Uterine leiomyoma
CID100047725,Myalgia
CID100047725,Muscle mass
CID100047725,Erectile dysfunction
CID100047725,Mental state abnormal
CID100047725,Lower urinary tract symptoms
CID100047725,Hot flush
CID100047725,Febrile neutropenia
CID100047725,Cerebral ischaemia
CID100047725,Renal impairment
CID100050294,Anaphylactic shock
CID100050294,Dyspepsia
CID100050294,Dyspepsia
CID100050294,Ear pain
CID100050294,Fatigue
CID100050294,Otitis media
CID100050294,Sinusitis
CID100050294,Tremor
CID100050294,Dry mouth
CID100050294,Loeffler's syndrome
CID100050294,Bad taste
CID100050294,Gastrointestinal disorder
CID100050614,Agranulocytosis
CID100050614,Aplastic anaemia
CID100050614,Vulvovaginal candidiasis
CID100050614,Cholestasis
CID100050614,Erythema multiforme
CID100050614,Nausea
CID100050614,Pruritus
CID100050614,Vaginal infection
CID100050614,Hepatic function abnormal
CID100050614,Discomfort
CID100050614,Blood bilirubin increased
CID100050614,Blood bilirubin increased
CID100050614,Pseudomembranous colitis
CID100051263,Anaphylactic shock
CID100051263,Apnoea
CID100051263,Dizziness
CID100051263,Dyskinesia
CID100051263,Hypersensitivity
CID100051263,Mediastinal disorder
CID100051263,Movement disorder
CID100051263,Convulsion
CID100051263,Urticaria
CID100051263,Respiratory arrest
CID100051263,Pulmonary function test decreased
CID100051263,Respiratory depression
CID100051263,Endotracheal intubation complication
CID100051263,Anaphylactoid reaction
CID100051263,Dependence on opiates
CID100051577,Constipation
CID100051577,Dermatitis
CID100051577,Pneumatosis cystoides intestinalis
CID100051577,Intestinal haemorrhage
CID100051577,Subileus
CID100051577,Ileus
CID100051634,Amnesia
CID100051634,Constipation
CID100051634,Eye disorder
CID100051634,Asthenia
CID100051634,Haemorrhage
CID100051634,Menstrual disorder
CID100051634,Nervous system disorder
CID100051634,Sensory loss
CID100051634,Pain
CID100051634,Tremor
CID100051634,Vitamin B12 deficiency
CID100051634,Weight decreased
CID100051634,Chills
CID100051634,Memory impairment
CID100051634,Neurological symptom
CID100051634,Neurological symptom
CID100051634,Sensation of heaviness
CID100051634,Nerve conduction studies abnormal
CID100051634,Decreased appetite
CID100051634,Paraesthesia
CID100052421,Hypertrichosis
CID100052421,Hypertrichosis
CID100052421,Skin striae
CID100052421,Acneiform eruption
CID100052421,Secondary infection
CID100052421,Oedema
CID100052421,Hypertrichosis
CID100052421,Paraesthesia
CID100052421,Dermatitis contact
CID100052421,Atrophy
CID100052421,Infection
CID100054158,Dermatitis
CID100054158,Urticaria
CID100054313,Bronchospasm
CID100054313,Chest pain
CID100054313,Epistaxis
CID100054313,Flushing
CID100054313,Cardiac disorder
CID100054313,Haemoptysis
CID100054313,Hypotension
CID100054313,Influenza
CID100054313,Cramp muscle
CID100054313,Nausea
CID100054313,Pain
CID100054313,Renal failure
CID100054313,Thrombocytopenia
CID100054313,Angiopathy
CID100054313,Wheezing
CID100054313,Phosphatase alkaline increased
CID100054313,Throat irritation
CID100054313,Blood and lymphatic system disorders
CID100054313,Tongue irritation
CID100054313,Bronchospasm
CID100054313,Vomiting
CID100054331,Abdominal pain
CID100054331,Anaphylactic shock
CID100054331,Angioedema
CID100054331,Decreased appetite
CID100054331,Diarrhoea
CID100054331,Dizziness
CID100054331,Dyspepsia
CID100054331,Dyspepsia
CID100054331,Megacolon toxic
CID100054331,Tension
CID100054331,Rhinitis
CID100054331,Vaginal infection
CID100054331,Vaginal inflammation
CID100054331,Vomiting
CID100054331,Migraine
CID100054331,Lymphadenopathy
CID100054373,Anaphylactic shock
CID100054373,Cholecystitis
CID100054373,Cholelithiasis
CID100054373,Constipation
CID100054373,Rash
CID100054373,Headache
CID100054373,Cardiac disorder
CID100054373,Hypoglycaemia
CID100054373,Pain
CID100054373,Pruritus
CID100054373,Urticaria
CID100054373,Vomiting
CID100054373,Hepatobiliary disease
CID100054373,Hepatobiliary disease
CID100054373,Biliary sludge
CID100054373,Drug interaction
CID100054373,Abdominal bloating
CID100054373,Abdominal distension
CID100054373,Anorexia
CID100054373,Arthralgia
CID100054373,Arthritis
CID100054373,Asthenia
CID100054373,Chest pain
CID100054373,Dehydration
CID100054373,Diabetes insipidus
CID100054373,Diabetes insipidus
CID100054373,Dizziness
CID100054373,Drowsiness
CID100054373,Epistaxis
CID100054373,Hepatic steatosis
CID100054373,Flushing
CID100054373,Gallbladder disorder
CID100054373,Gastrointestinal haemorrhage
CID100054373,Cardiac disorder
CID100054373,Haemorrhoids
CID100054373,Haemorrhoids
CID100054373,Hyperkalaemia
CID100054373,Hypothyroidism
CID100054373,Breast mass
CID100054373,Cramp muscle
CID100054373,Nail disorder
CID100054373,Oligomenorrhoea
CID100054373,Osteonecrosis
CID100054373,Otitis media
CID100054373,Palpitations
CID100054373,Palpitations
CID100054373,Peptic ulcer
CID100054373,Pharyngitis
CID100054373,Pharyngitis
CID100054373,Pituitary haemorrhage
CID100054373,Prostatic disorder
CID100054373,Status asthmaticus
CID100054373,Tachycardia
CID100054373,Varicose vein
CID100054373,Dry mouth
CID100054373,Oedema peripheral
CID100054373,Injection site pain
CID100054373,Dry skin
CID100054373,Otorrhoea
CID100054373,Muscle twitching
CID100054373,Seborrhoeic dermatitis
CID100054373,Faeces discoloured
CID100054373,Faeces discoloured
CID100054373,Hypertension
CID100054373,Vision blurred
CID100054373,Fatigue
CID100054373,Visual disturbance
CID100054373,Renal pain
CID100054373,Stinging
CID100054373,Acne
CID100054373,Local reaction
CID100054373,Hypertensive
CID100054373,Breast neoplasm
CID100054373,Paraesthesia
CID100054454,Abdominal pain
CID100054454,Arthritis
CID100054454,Mental disorder
CID100054454,Chest pain
CID100054454,Confusional state
CID100054454,Constipation
CID100054454,Constipation
CID100054454,Dysgeusia
CID100054454,Toxic epidermal necrolysis
CID100054454,Toxic epidermal necrolysis
CID100054454,Gastritis
CID100054454,Hepatitis
CID100054454,Hypersensitivity
CID100054454,Jaundice
CID100054454,Hepatocellular injury
CID100054454,Nausea
CID100054454,Ophthalmoplegia
CID100054454,Protein urine present
CID100054454,Rhabdomyolysis
CID100054454,Sinusitis
CID100054454,Swelling
CID100054454,Upper respiratory tract infection
CID100054454,Vomiting
CID100054454,Hepatic failure
CID100054454,Red blood cell sedimentation rate increased
CID100054454,Sensory disturbance
CID100054454,Malaise
CID100054454,Malaise
CID100054454,Musculoskeletal discomfort
CID100054454,Vision blurred
CID100054454,Hepatitis chronic active
CID100054454,Hepatitis chronic active
CID100054454,Sexual dysfunction
CID100054454,Amnesia
CID100054454,Lupus-like syndrome
CID100054454,Peripheral nerve palsy
CID100054454,Lenticular opacities
CID100054454,Regurgitation
CID100054547,Anaemia
CID100054547,Aplastic anaemia
CID100054547,Asthma
CID100054547,Oral candidiasis
CID100054547,Colitis ulcerative
CID100054547,Localised oedema
CID100054547,Eructation
CID100054547,Flatulence
CID100054547,Gastritis
CID100054547,Haematuria
CID100054547,Haemorrhage
CID100054547,Hypoproteinaemia
CID100054547,Leukocytosis
CID100054547,Nausea
CID100054547,Neutropenia
CID100054547,Nocturia
CID100054547,Nocturia
CID100054547,Pain
CID100054547,Pain
CID100054547,Paraesthesia
CID100054547,Paraesthesia
CID100054547,Pneumonia
CID100054547,Rhinitis
CID100054547,Sinusitis
CID100054547,Stomatitis
CID100054547,Sunburn
CID100054547,Thrombocytopenia
CID100054547,Vomiting
CID100054547,Mouth ulceration
CID100054547,Migraine
CID100054547,Diarrhoea haemorrhagic
CID100054547,Dry skin
CID100054547,Serum sickness-like reaction
CID100054547,Serum sickness-like reaction
CID100054547,Discomfort
CID100054547,Anorectal discomfort
CID100054547,Proctalgia
CID100054547,Disturbance in attention
CID100054547,Dry throat
CID100054547,Abdominal pain
CID100054547,Blepharitis
CID100054547,Abdominal pain localised
CID100054547,Pseudomembranous colitis
CID100054688,Anosmia
CID100054688,Atrial fibrillation
CID100054688,Back pain
CID100054688,Cellulitis
CID100054688,Cellulitis
CID100054688,Cyst
CID100054688,Deafness
CID100054688,Depersonalisation
CID100054688,Drug eruption
CID100054688,Dysgeusia
CID100054688,Dysuria
CID100054688,Eructation
CID100054688,Eructation
CID100054688,Erythrasma
CID100054688,Rash
CID100054688,Flushing
CID100054688,Hallucination
CID100054688,Headache
CID100054688,Dyspepsia
CID100054688,Haematuria
CID100054688,Haemorrhage
CID100054688,Hypersensitivity
CID100054688,Hypoglycaemia
CID100054688,Nausea
CID100054688,Neoplasm
CID100054688,Nervous system disorder
CID100054688,Otitis media
CID100054688,Pain
CID100054688,Pulmonary embolism
CID100054688,Renal failure
CID100054688,Sleep disorder
CID100054688,Stevens-Johnson syndrome
CID100054688,Dry mouth
CID100054688,Hepatic failure
CID100054688,Amylase increased
CID100054688,Blood urea increased
CID100054688,Gamma-glutamyltransferase increased
CID100054688,Prothrombin level increased
CID100054688,Prothrombin level increased
CID100054688,Electrocardiogram QT prolonged
CID100054688,Testicular atrophy
CID100054688,Malnutrition
CID100054688,Unspecified disorder of skin and subcutaneous tissue
CID100054688,Skin disorder
CID100054688,Malaise
CID100054688,Disorientation
CID100054688,Agitation
CID100054688,Gastrointestinal symptom NOS
CID100054688,Functional gastrointestinal disorder
CID100054688,Community acquired pneumonia
CID100054688,Thrombocytosis
CID100054688,Blood lactate dehydrogenase increased
CID100054688,Insomnia
CID100054688,White blood cell count decreased
CID100054786,Chest pain
CID100054786,Headache
CID100054786,Hypotension
CID100054786,Pallor
CID100054786,Pruritus
CID100054786,Anxiety
CID100054786,Arthralgia
