drug_id,side_effect
CID100023957,Abdominal pain
CID100023957,Angioedema
CID100023957,Arthritis
CID100023957,Asthenia
CID100023957,Diarrhoea
CID100023957,Dysgeusia
CID100023957,Fatigue
CID100023957,Headache
CID100023957,Hypoaesthesia
CID100023957,Arthropathy
CID100023957,Numbness
CID100023957,Sensory loss
CID100023957,Pain
CID100023957,Injection site inflammation
CID100023957,Injection site irritation
CID100023957,Cardio-respiratory arrest
CID100023957,Generalised erythema
CID100023957,Somnolence
CID100023976,Ulcer
CID100023978,Abortion infected
CID100023978,Pain
CID100023978,Vaginal inflammation
CID100023978,Allergic skin reaction
CID100023982,Back pain
CID100023982,Bronchospasm
CID100023982,Neck pain
CID100023982,Coma
CID100023982,Constipation
CID100023982,Muscle contracture
CID100023982,Cough
CID100023982,Dysphagia
CID100023982,Dizziness
CID100023982,Dysgeusia
CID100023982,Epistaxis
CID100023982,Rash
CID100023982,Asthenia
CID100023982,Flushing
CID100023982,Haemoptysis
CID100023982,Hyperglycaemia
CID100023982,Hypersensitivity
CID100023982,Hypertonia
CID100023982,Nausea
CID100023982,Nervousness
CID100023982,Sensory loss
CID100023982,Palpitations
CID100023982,Paraesthesia
CID100023982,Pelvic pain
CID100023982,Hyperacusis
CID100023982,Rhinitis
CID100023982,Sinusitis
CID100023982,Sneezing
CID100023982,Loss of consciousness
CID100023982,Tachycardia
CID100023982,Tremor
CID100023982,Erythema
CID100023982,Injection site pain
CID100023982,Feeling hot
CID100023982,Rash maculo-papular
CID100023982,Rash maculo-papular
CID100023982,Injection site bruising
CID100023982,Phlebitis superficial
CID100024450,Confusional state
CID100024450,Dyspnoea
CID100024450,Hypernatraemia
CID100024450,Cramp muscle
CID100024450,Sensory loss
CID100024450,Pain
CID100024450,Tachycardia
CID100024450,Tremor
CID100024450,Tremor
CID100024450,Hyperphosphataemia
CID100024450,Hypomagnesaemia
CID100024450,Thirst
CID100024450,Bradycardia
CID100024450,Paraesthesia
CID100024642,Rash
CID100024642,Hypotension
CID100024642,Vomiting
CID100024642,Vomiting
CID100024642,Vision blurred
CID100024642,Body temperature increased
CID100024642,Hyperhidrosis
CID100024642,Chills
CID100024642,Anaphylactoid reaction
CID100024706,Abdominal pain
CID100024706,Libido decreased
CID100024706,Erythema nodosum
CID100024706,Rash
CID100024706,Gastrointestinal disorder
CID100024706,Hereditary angioedema
CID100024706,Breast discharge
CID100024706,Migraine
CID100024706,Contact lens intolerance
CID100024706,Fluid retention
CID100024706,Depressed mood
CID100024748,Infection
CID100024748,Hyperglycaemia
CID100024748,Diabetic hyperosmolar coma
CID100024748,Hypersensitivity
CID100024748,Necrosis
CID100024748,Phlebitis
CID100024748,Fluid overload
CID100024748,Administration site infection
CID100024841,Arthralgia
CID100024841,Chest pain
CID100024841,Rhinitis
CID100024841,Confusional state
CID100024841,Congenital hypothyroidism
CID100024841,Cyst
CID100024841,Fatigue
CID100024841,Gastrointestinal haemorrhage
CID100024841,Headache
CID100024841,Leukopenia
CID100024841,Neoplasm
CID100024841,Numbness
CID100024841,Sensory loss
CID100024841,Polyp
CID100024841,Thyroiditis
CID100024841,Thyroid adenoma
CID100024841,Thyroid adenoma
CID100024841,Tenderness
CID100024841,Lymphadenopathy
CID100025419,Neoplasm malignant
CID100025419,Dysphagia
CID100025419,Dehydration
CID100025419,Extravasation
CID100025419,Renal failure acute
CID100025419,Myeloid leukaemia
CID100025419,Acute leukaemia
CID100025419,Proteinuria
CID100025419,Wheezing
CID100025419,Bronchoconstriction
CID100025419,Hyperphosphataemia
CID100025419,Dyspepsia
CID100025419,Pharyngitis
CID100027304,Hypersensitivity
CID100027400,Nervousness
CID100027400,Erectile dysfunction
CID100027661,Arrhythmia
CID100027661,Atrioventricular block
CID100027661,Back pain
CID100027661,Cerebrovascular disorder
CID100027661,Cerebrovascular disorder
CID100027661,Cholecystitis
CID100027661,Diabetes mellitus
CID100027661,Diarrhoea
CID100027661,Dizziness
CID100027661,Duodenal ulcer
CID100027661,Gastrointestinal disorder
CID100027661,Headache
CID100027661,Cardiac disorder
CID100027661,Haemorrhage
CID100027661,Hypoaesthesia
CID100027661,Hypotension
CID100027661,Hypotension
CID100027661,Intestinal obstruction
CID100027661,Breast pain
CID100027661,Nervous system disorder
CID100027661,Pallor
CID100027661,Pneumonia
CID100027661,Prostatic disorder
CID100027661,Shock
CID100027661,Sleep disorder
CID100027661,Sweating
CID100027661,Tachycardia
CID100027661,Tinnitus
CID100027661,Tooth disorder
CID100027661,Urinary tract disorder
CID100027661,Ventricular tachycardia
CID100027661,Vertigo
CID100027661,Vomiting
CID100027661,Mood swings
CID100027661,Photophobia
CID100027661,Migraine
CID100027661,Bladder diverticulum
CID100027661,Malnutrition
CID100027661,Feeling abnormal
CID100027661,Cold sweat
CID100027661,Decreased appetite
CID100027661,Angina pectoris aggravated
CID100027661,Peripheral ischaemia
CID100027661,Erectile dysfunction
CID100027661,Vision blurred
CID100027661,Breast pain
CID100027661,Cough
CID100027661,Sweating increased
CID100027661,Acne
CID100027661,Insomnia
CID100027991,Anorexia
CID100027991,Constipation
CID100027991,Pain
CID100027991,Pain
CID100027991,Convulsion
CID100027991,Swelling
CID100027991,Vasodilation
CID100027991,Thinking abnormal
CID100027991,Aggression
CID100027991,Anxiety
CID100027991,Mental disorder
CID100027991,Connective tissue disorder
CID100027991,Constipation
CID100027991,Dermatitis atopic
CID100027991,Dyspnoea
CID100027991,Oedema
CID100027991,Epistaxis
CID100027991,Asthenia
CID100027991,Flatulence
CID100027991,Hypernatraemia
CID100027991,Hypersensitivity
CID100027991,Inappropriate antidiuretic hormone secretion
CID100027991,Mediastinal disorder
CID100027991,Pruritus
CID100027991,Muscle spasms
CID100027991,Urinary tract disorder
CID100027991,Water intoxication
CID100027991,Weight increased
CID100027991,Chills
CID100027991,Oedema peripheral
CID100027991,Oedema peripheral
CID100027991,Disturbance in attention
CID100027991,Abnormal behaviour
CID100027991,Hepatic enzyme increased
CID100027991,Hyperkinesia
CID100027991,Aspartate aminotransferase normal
CID100027991,Anxiety
CID100027991,Visual impairment
CID100027993,Musculoskeletal discomfort
CID100027993,Breast cancer
CID100027993,Bronchitis
CID100027993,Candida infection
CID100027993,Chorea
CID100027993,Diarrhoea
CID100027993,Dyspepsia
CID100027993,Oedema
CID100027993,Endometriosis
CID100027993,Epilepsy
CID100027993,Erythema nodosum
CID100027993,Fibrocystic breast disease
CID100027993,Haemangioma
CID100027993,Irritability
CID100027993,Leg pain
CID100027993,Hepatic neoplasm
CID100027993,Breast pain
CID100027993,Breast pain
CID100027993,Chloasma
CID100027993,Tension
CID100027993,Neuropathy peripheral
CID100027993,Pharyngitis
CID100027993,Pruritus
CID100027993,Pruritus genital
CID100027993,Pulmonary embolism
CID100027993,Loss of consciousness
CID100027993,Erythema
CID100027993,Uterine haemorrhage
CID100027993,Varicose vein
CID100027993,Vasodilation procedure
CID100027993,Vomiting
CID100027993,Vomiting
CID100027993,Pollakiuria
CID100027993,Hepatic function abnormal
CID100027993,Thrombophlebitis superficial
CID100027993,Dermatitis hemorrhagic
CID100027993,Ectropion of cervix
CID100027993,Exacerbation of asthma
CID100027993,Dementia
CID100027993,Acne
CID100027993,Breast discomfort
CID100028332,Gastrointestinal pain
CID100028332,Constipation
CID100028332,Nausea
CID100028332,Vomiting
CID100028332,Lightheadedness
CID100028332,Gastrointestinal disorder
CID100028332,Agitation
CID100028332,Euphoric mood
CID100028332,Visual impairment
CID100028486,Alopecia
CID100028486,Arrhythmia
CID100028486,Arthralgia
CID100028486,Confusional state
CID100028486,Diabetes insipidus
CID100028486,Diabetes insipidus
CID100028486,Dizziness
CID100028486,Oedema
CID100028486,Oedema
CID100028486,Rash
CID100028486,Exophthalmos
CID100028486,Fatigue
CID100028486,Body temperature increased
CID100028486,Hyperglycaemia
CID100028486,Myasthenia gravis
CID100028486,Nausea
CID100028486,Oliguria
CID100028486,Salivary hypersecretion
CID100028486,Salivary hypersecretion
CID100028486,Tinnitus
CID100028486,Vomiting
CID100028486,Dry mouth
CID100028486,Agitation
CID100028486,Cogwheel rigidity
CID100028486,Chest tightness
CID100028486,Memory impairment
CID100028486,Psoriasis
CID100028486,Blood creatinine decreased
CID100028486,Tremor of hands
CID100028486,Salivary gland enlargement
CID100028486,Blacked-out (not amnesia)
CID100028486,Vision blurred
CID100028486,Electrocardiogram change
CID100028486,Clonic movements
CID100028486,Discomfort
CID100029089,Deafness
CID100029089,Injury
CID100029089,Tongue oedema
CID100029089,Stomatitis
CID100029089,Oral mucosal exfoliation
CID100030623,Gastrointestinal pain
CID100030623,Anaemia
CID100030623,Anaemia
CID100030623,Breast disorder
CID100030623,Dysphagia
CID100030623,Dysphagia
CID100030623,Dyspnoea
CID100030623,Fatigue
CID100030623,Fatigue
CID100030623,Asthenia
CID100030623,Headache
CID100030623,Cardiac disorder
CID100030623,Haemoglobin
CID100030623,Nervous system disorder
CID100030623,Neutropenia
CID100030623,Pain
CID100030623,Stomatitis
CID100030623,Stomatitis
CID100030623,Shock
CID100030623,Injection site swelling
CID100030623,Injection site reaction
CID100030623,Injection site pain
CID100030623,Alanine aminotransferase increased
CID100030623,Haemoglobin decreased
CID100030623,Myalgia
CID100030623,Decreased appetite
CID100030623,Hyponatraemia
CID100030623,Wound complication
CID100031072,Alopecia
CID100031072,Arthralgia
CID100031072,Eosinophilia
CID100031072,Dermatitis
CID100031072,Body temperature increased
CID100031072,Haemoglobin
CID100031072,Hepatitis
CID100031072,Jaundice
CID100031072,Jaundice
CID100031072,Pancytopenia
CID100031072,Thrombocytopenia
CID100031072,Mouth ulceration
CID100031072,Liver function test abnormal
CID100031072,Bone marrow depression
CID100031072,Malaise
CID100031072,Ageusia
CID100031264,Muscle spasms
CID100031264,Nephrotic syndrome
CID100031264,Hyperhidrosis
CID100031378,Ecchymosis
CID100031378,Oedema
CID100031378,Exophthalmos
CID100031378,Multiple fractures
CID100031378,Cardiac failure congestive
CID100031378,Haemorrhage
CID100031378,Osteoporosis
CID100031378,Pancreatitis
CID100031378,Petechiae
CID100031378,Purpura
CID100031378,Intracranial pressure increased
CID100031378,Muscular weakness
CID100031378,Muscular weakness
CID100031378,Menstruation irregular
CID100031378,Dermatitis acneiform
CID100031378,Myalgia
CID100031378,Cataract subcapsular
CID100031378,Muscle mass
CID100031378,Muscle mass
CID100031378,Diabetic
CID100031378,Spinal compression fracture
CID100031378,Myopathy
CID100031477,Anxiety
CID100031477,Atrial fibrillation
CID100031477,Blepharitis
CID100031477,Epistaxis
CID100031477,Rash
CID100031477,Headache
CID100031477,Somnolence
CID100032169,Neck pain
CID100032169,Dysmenorrhoea
CID100032169,Dyspepsia
CID100032169,Hypoaesthesia
CID100032169,Palpitations
CID100032169,Paraesthesia
CID100032169,Rhinitis
CID100032169,Stomatitis
CID100032169,Dizziness
CID100032169,Tachycardia
CID100032169,Tooth disorder
CID100032169,Tooth disorder
CID100032169,Migraine
CID100032169,Neuropathy
CID100032169,Persistent cough
CID100032281,Hypersensitivity
CID100032281,Hypersensitivity
CID100032281,Nausea
CID100032281,Breast enlargement
CID100032603,Gastrointestinal pain
CID100032603,Blister
CID100032603,Colitis
CID100032603,Colitis
CID100032603,Constipation
CID100032603,Cough
CID100032603,Dermatitis contact
CID100032603,Dyspepsia
CID100032603,Dermatitis
CID100032603,Flatulence
CID100032603,Folliculitis
CID100032603,Headache
CID100032603,Leukopenia
CID100032603,Leukopenia
CID100032603,Tachycardia
CID100032603,Urinary tract infection
CID100032603,Dry skin
CID100032603,Skin irritation
CID100032603,Skin irritation
CID100032603,Hepatic enzyme increased
CID100032603,Abdominal bloating
CID100032603,Abscess
CID100032603,Agranulocytosis
CID100032603,Vaginal moniliasis
CID100032603,Rash
CID100032603,Hypotension
CID100032603,Leukopenia
CID100032603,Menstrual disorder
CID100032603,Metrorrhagia
CID100032603,Neutropenia
CID100032603,Pain
CID100032603,Protein urine present
CID100032603,Erythema multiforme
CID100032603,Thrombocytopenia
CID100032603,Thrombophlebitis
CID100032603,Vaginal inflammation
CID100032603,Clostridium difficile colitis
CID100032603,Gastrointestinal disorder
CID100032603,Dyspepsia
CID100032603,Inflammation
CID100032603,Anaphylactoid reaction
CID100032603,Abdominal pain localised
CID100032603,Local reaction
CID100032797,Alopecia
CID100032797,Folliculitis
CID100032797,Lichenification
CID100032797,Nasopharyngitis
CID100032797,Pruritus
CID100032797,Telangiectasia
CID100032797,Burning sensation
CID100032797,Application site reaction
CID100032797,Allergic contact dermatitis
CID100032797,Dermatitis contact
CID100032797,Skin disorder
CID100032797,Tenderness
CID100032797,Eye irritation
CID100032797,Skin exfoliation
CID100032797,Skin exfoliation
CID100032797,Skin tightness
CID100032797,Secondary adrenocortical insufficiency
CID100032797,Atopy
CID100032797,Application site pain
CID100032797,Application site discolouration
CID100032797,Pain
CID100032800,Abdominal cramps
CID100032800,Dermatitis
CID100032800,Headache
CID100032800,Headache
CID100032800,Hypotension
CID100032800,Nausea
CID100032800,Hypoaesthesia
CID100032800,Pain
CID100032800,Dizziness
CID100032800,Loss of consciousness
CID100032800,Vomiting
CID100032800,Dizziness
CID100032800,Sweating increased
CID100034312,Ataxia
CID100034312,Bone disorder
CID100034312,Chest pain
CID100034312,Colitis
CID100034312,Cough
CID100034312,Dysphagia
CID100034312,Delusion
CID100034312,Drug eruption
CID100034312,Dyspepsia
CID100034312,Eosinophilia
CID100034312,Oesophagitis
CID100034312,Eye disorder
CID100034312,Folate deficiency
CID100034312,Fracture
CID100034312,Gingival hyperplasia
CID100034312,Headache
CID100034312,Hemiplegia
CID100034312,Haemorrhoids
CID100034312,Hepatic encephalopathy
CID100034312,Hiccups
CID100034312,Hyperglycaemia
CID100034312,Hypertension
CID100034312,Hypocalcaemia
CID100034312,Hypokalaemia
CID100034312,Orthostatic hypotension
CID100034312,Immune system disorder
CID100034312,Disturbance in sexual arousal
CID100034312,Lethargy
CID100034312,Lethargy
CID100034312,Leukorrhea
CID100034312,Nasopharyngitis
CID100034312,Nasopharyngitis
CID100034312,Neuralgia
CID100034312,Neuralgia
CID100034312,Nightmare
CID100034312,Nightmare
CID100034312,Osteoporosis
CID100034312,Otitis externa
CID100034312,Palpitations
CID100034312,Pancreatitis
CID100034312,Priapism
CID100034312,Sinusitis
CID100034312,Speech disorder
CID100034312,Toothache
CID100034312,Toothache
CID100034312,Urticaria
CID100034312,Vaginal inflammation
CID100034312,Viral infection
CID100034312,Vitiligo
CID100034312,Weight decreased
CID100034312,Xerophthalmia
CID100034312,Depressed level of consciousness
CID100034312,Oculogyric crisis
CID100034312,Fall
CID100034312,Hypokinesia
CID100034312,Cataract
CID100034312,Migraine
CID100034312,Miliaria rubra
CID100034312,Miliaria
CID100034312,Unspecified disorder of skin and subcutaneous tissue
CID100034312,Interstitial lung disease
CID100034312,Interstitial lung disease
CID100034312,Malaise
CID100034312,Increased appetite
CID100034312,Decreased appetite
CID100034312,Thinking abnormal
CID100034312,Mental disability
CID100034312,Rectal haemorrhage
CID100034312,Rectal haemorrhage
CID100034312,Lupus erythematosus
CID100034312,Urinary tract pain
CID100034312,Lymphadenopathy
CID100034312,Feeling drunk
CID100034312,Acute generalised exanthematous pustulosis
CID100036339,Hypertension
CID100036339,Pain
CID100036339,Bradycardia
CID100036339,Nausea postoperative
CID100036339,Procedural nausea
CID100036339,Hypoxia
CID100036523,Constipation
CID100036523,Contusion
CID100036523,Fatigue
CID100036523,Headache
CID100036523,Menopause
CID100036523,Nausea
CID100036523,Pruritus
CID100036523,Abdominal discomfort
CID100036523,Secondary hypogonadism
CID100036523,Redness
CID100036523,Erythema
CID100036523,Ovarian hyperstimulation syndrome
CID100036811,Palpitations
CID100036811,Tachycardia
CID100037392,Abdominal distension
CID100037392,Abdominal pain
CID100037392,Anorexia
CID100037392,Musculoskeletal discomfort
CID100037392,Asthenia
CID100037392,Back pain
CID100037392,Constipation
CID100037392,Cough
CID100037392,Dyspepsia
CID100037392,Hypertensive crisis
CID100037392,Paraesthesia
CID100037392,Pulmonary oedema
CID100037392,Tinnitus
CID100037392,Pollakiuria
CID100037392,Pollakiuria
CID100037392,Disability
CID100037392,Myalgia
CID100037392,White blood cell count increased
CID100037720,Ecchymosis
CID100037720,Oedema
CID100037720,Epistaxis
CID100037720,Nystagmus
CID100037720,Paraesthesia
CID100037720,Paraesthesia
CID100037720,Pelvic pain
CID100037720,Rhinitis
CID100037720,Sinusitis
CID100037720,Sinusitis
CID100037720,Thrombocytopenia
CID100037720,Urethritis
CID100037720,Weight decreased
CID100037720,Weight decreased
CID100037720,Micturition urgency
CID100037720,Feeling abnormal
CID100037720,Hyperkinesia
CID100037720,Agitation
CID100038904,Abdominal pain
CID100038904,Alopecia
CID100038904,Angina pectoris
CID100038904,Infection
CID100038904,Diarrhoea
CID100038904,Palmar erythema
CID100038904,Eye disorder
CID100038904,Haemorrhage
CID100038904,Hypocalcaemia
CID100038904,Hypotension
CID100038904,Leukopenia
CID100038904,Myelodysplastic syndrome
CID100038904,Nausea
CID100038904,Necrosis
CID100038904,Necrosis
CID100038904,Neutropenia
CID100038904,Pain
CID100038904,Swelling
CID100038904,Tachycardia
CID100038904,Urticaria
CID100038904,Injection site reaction
CID100038904,Myocardial ischaemia
CID100038904,Bone marrow depression
CID100038904,Aspartate aminotransferase increased
CID100038904,Blindness cortical
CID100038904,Ill-defined disorder
CID100038904,Myelosuppression
CID100039042,Alopecia
CID100039042,Bronchitis
CID100039042,Toxic epidermal necrolysis
CID100039042,Flatulence
CID100039042,Nausea
CID100039042,Pharyngitis
CID100039042,Vascular purpura
CID100039042,Stevens-Johnson syndrome
CID100039042,Tenosynovitis
CID100039042,Thrombocytopenia
CID100039042,Urticaria
CID100039042,Migraine
CID100039042,Creatine phosphokinase increased
CID100039042,Blood alkaline phosphatase increased
CID100039042,Myalgia
CID100039042,Erectile dysfunction
CID100039042,Photosensitivity
CID100039507,Ulcerative keratitis
CID100039507,Dysgeusia
CID100039507,Pharyngitis
CID100039507,Photophobia
CID100039507,Conjunctival oedema
CID100039507,Eye pain
CID100039507,Intraocular pressure increased
CID100039507,Vision blurred
CID100039507,Corneal thinning
CID100039507,Herpes simplex
CID100039507,Hyperaemia
CID100039507,Pruritus
CID100039507,Pruritus
CID100039507,Photophobia
CID100039507,Scab
CID100039507,Intraocular pressure increased
CID100039507,Vision blurred
CID100039507,Lacrimation increased
CID100039507,Corneal staining
CID100039507,Vital dye staining cornea present
CID100039524,Anorexia
CID100039524,Gastrointestinal disorder
CID100039524,Malnutrition
CID100039524,Unspecified disorder of skin and subcutaneous tissue
CID100039524,Photosensitivity
CID100039524,Hyperkinesia
CID100039524,Insomnia
CID100039764,Rash
CID100039764,Dermatitis
CID100039764,Hypotension
CID100039764,Hypotension
CID100039764,Erythema
CID100039764,Paralysis flaccid
CID100039764,Paralysis
CID100039764,Respiratory depression
CID100039764,Erythema
CID100039764,Airway complication of anaesthesia
CID100039860,Abdominal pain
CID100039860,Gastrointestinal pain
CID100039860,Anxiety
CID100039860,Bacterial infection
CID100039860,Somnolence
CID100039860,Dyspepsia
CID100039860,Dyspnoea
CID100039860,Dermatitis
CID100039860,Eye disorder
CID100039860,Eyelid disorder
CID100039860,Body temperature increased
CID100039860,Body temperature increased
CID100039860,Gastritis
CID100039860,Hallucination
CID100039860,Orthostatic hypotension
CID100039860,Body temperature decreased
CID100039860,Irritability
CID100039860,Hypotonia
CID100039860,Nervousness
CID100039860,Pain
CID100039860,Paraesthesia
CID100039860,Pharyngitis
CID100039860,Pruritus
CID100039860,Convulsion
CID100039860,Convulsion
CID100039860,Cerebrovascular accident
CID100039860,Vertigo
CID100039860,Depressed level of consciousness
CID100039860,Apathy
CID100039860,Tongue disorder
CID100039860,Malaise
CID100039860,Malaise
CID100039860,Muscle twitching
CID100039860,Nasal dryness
CID100039860,Increased appetite
CID100039860,Dysphoria
CID100039860,Perceptual disturbance
CID100039860,Dry eye
CID100039860,Psychotic disorder
CID100039860,Anxiety
CID100039860,Agitation
CID100039860,Face oedema
CID100039860,Visual impairment
CID100039860,Hypotension
CID100039860,Coordination abnormal
CID100039860,Paranoia
CID100039860,Visual impairment
CID100040159,Hypoaesthesia
CID100040159,Paraesthesia
CID100040632,Arthralgia
CID100040632,Mental disorder
CID100040632,Gastritis
CID100040632,Gastritis
CID100040632,Gastrointestinal disorder
CID100040632,Nervous system disorder
CID100040632,Upper respiratory tract infection
CID100040632,Aspartate aminotransferase increased
CID100040632,Photosensitivity reaction
CID100040632,Musculoskeletal discomfort
CID100040632,Hepatobiliary disease
CID100040632,Menopausal symptoms
CID100040632,Somnolence
CID100040703,Diarrhoea
CID100040703,Headache
CID100040703,Cutaneous hypersensitivity
CID100040973,Breast disorder
CID100040973,Diarrhoea
CID100040973,Headache
CID100040973,Breast pain
CID100040973,Nervous system disorder
CID100040973,Weight increased
CID100040973,Breast discharge
CID100040973,Migraine
CID100040976,Abdominal pain
CID100040976,Anxiety
CID100040976,Asthenia
CID100040976,Asthma
CID100040976,Back pain
CID100040976,Breast cancer
CID100040976,Libido decreased
CID100040976,Disturbance in sexual arousal
CID100040976,Diarrhoea
CID100040976,Dysmenorrhoea
CID100040976,Dyspepsia
CID100040976,Rash
CID100040976,Fatigue
CID100040976,Gastritis
CID100040976,Nausea
CID100040976,Neoplasm
CID100040976,Nervousness
CID100040976,Tension
CID100040976,Pain
CID100040976,Pruritus
CID100040976,Seborrhoeic dermatitis
CID100040976,Erythema
CID100040976,Upper respiratory tract infection
CID100040976,Urticaria
CID100040976,Weight decreased
CID100040976,Breast discharge
CID100040976,Influenza-like symptoms
CID100040976,Breast enlargement
CID100040976,Abdominal pain
CID100040976,Alopecia
CID100040976,Angioedema
CID100040976,Breast disorder
CID100040976,Infection
CID100040976,Connective tissue disorder
CID100040976,Libido decreased
CID100040976,Rash
CID100040976,Flatulence
CID100040976,Flatulence
CID100040976,Nausea
CID100040976,Nervousness
CID100040976,Ovarian cyst
CID100040976,Pharyngitis
CID100040976,Urinary tract disorder
CID100040976,Breast discharge
CID100040976,Increased appetite
CID100040976,Galactorrhoea
CID100040976,Breast tenderness
CID100040976,Erythema
CID100040976,Depressed mood
CID100040976,Depressed mood
CID100040976,Blood pressure increased
CID100040976,Surgery
CID100040976,Insomnia
CID100040976,Genital discharge
CID100041317,Decreased appetite
CID100041317,Anus disorder
CID100041317,Anorectal disorder
CID100041317,Arthralgia
CID100041317,Bone disorder
CID100041317,Infection
CID100041317,Conjunctival haemorrhage
CID100041317,Ulcerative keratitis
CID100041317,Cough
CID100041317,Cytopenia
CID100041317,Libido decreased
CID100041317,Diarrhoea
CID100041317,Diplopia
CID100041317,Dysuria
CID100041317,Ectropion
CID100041317,Eczema
CID100041317,Rash
CID100041317,Congenital eye disorder
CID100041317,Congenital eye disorder
CID100041317,Eye disorder
CID100041317,Fasting
CID100041317,Headache
CID100041317,Hyperlipidaemia
CID100041317,Hypertrichosis
CID100041317,Muscle spasms
CID100041317,Breast pain
CID100041317,Melaena
CID100041317,Neuropathy peripheral
CID100041317,Night blindness
CID100041317,Obesity
CID100041317,Obesity
CID100041317,Papilloedema
CID100041317,Paronychia
CID100041317,Penis disorder
CID100041317,Scotoma
CID100041317,Skin ulcer
CID100041317,Sweat gland disorder
CID100041317,Thromboembolism
CID100041317,Vasculitis
CID100041317,Vomiting
CID100041317,Common wart
CID100041317,Weight decreased
CID100041317,Skin hypertrophy
CID100041317,Skin hypertrophy
CID100041317,Bone pain
CID100041317,Vaginitis atrophic
CID100041317,Saliva altered
CID100041317,Saliva altered
CID100041317,Psoriasis flare-up
CID100041317,Lacrimal disorder
CID100041317,Cerumen impaction
CID100041317,Capillary leak syndrome
CID100041317,Vision blurred
CID100041317,Sticky skin
CID100041317,Influenza like illness
CID100041317,Suicidal ideation
CID100041317,Visual impairment
CID100041317,Lip dry
CID100041317,Menopausal symptoms
CID100041317,Lung neoplasm malignant
CID100041317,Febrile neutropenia
CID100041317,Night blindness
CID100041684,Back pain
CID100041684,Dyspepsia
CID100041684,Ear pain
CID100041684,Rash
CID100041684,Body temperature increased
CID100041684,Flatulence
CID100041684,Hypertension
CID100041684,Cramps of lower extremities
CID100041684,Muscle spasms
CID100041684,Metrorrhagia
CID100041684,Nausea
CID100041684,Dizziness
CID100041684,Loss of consciousness
CID100041684,Thirst
CID100041684,Alanine aminotransferase increased
CID100041684,Discomfort
CID100041684,Musculoskeletal discomfort
CID100041684,Renal pain
CID100041684,Insomnia
CID100041684,Somnolence
CID100041693,Dizziness
CID100041693,Headache
CID100041693,Hypersensitivity
CID100041693,Hypotension
CID100041693,Miosis
CID100041693,Chills
CID100041693,Urinary tract disorder
CID100041693,Injection site pain
CID100041693,Pulmonary function test decreased
CID100041744,Pruritus
CID100041744,Urethritis
CID100041744,Pollakiuria
CID100041744,Vomiting
CID100041744,Micturition urgency
CID100041744,Urethral pain
CID100041744,Urethral pain
CID100041744,Skin irritation
CID100041744,Myalgia
CID100041744,Bladder pain
CID100041744,Local reaction
CID100041774,Flatulence
CID100041774,Intestinal perforation
CID100041774,Nausea
CID100041774,Angiopathy
CID100041774,Angiopathy
CID100041774,Hepatocellular injury
CID100041774,Liver function test abnormal
CID100041774,Liver injury
CID100041774,Fatal outcomes
CID100041774,Blood and lymphatic system disorders
CID100041774,Ileus
CID100041781,Musculoskeletal discomfort
CID100041781,Diarrhoea
CID100041781,Dizziness
CID100041781,Toxic epidermal necrolysis
CID100041781,Hypokalaemia
CID100041781,Hyponatraemia
CID100041781,Erythema multiforme
CID100041781,Dizziness
CID100041781,Loss of consciousness
CID100041781,Syncope
CID100041781,Oesophageal haemorrhage
CID100041781,Rectal haemorrhage
CID100041781,Hypovolaemia
CID100041781,Hypovolaemia
CID100041781,Excessive thirst
CID100042113,Apnoea
CID100042113,Asthma
CID100042113,Bone disorder
CID100042113,Cholestasis
CID100042113,Ulcerative keratitis
CID100042113,Dyspnoea
CID100042113,Gastrointestinal disorder
CID100042113,Headache
CID100042113,Cardiac disorder
CID100042113,Cardiac disorder
CID100042113,Haemorrhage
CID100042113,Hepatitis
CID100042113,Carbon dioxide increased
CID100042113,Hyperkalaemia
CID100042113,Liver disorder
CID100042113,Mediastinal disorder
CID100042113,Muscle rigidity
CID100042113,Nervous system disorder
CID100042113,Renal failure
CID100042113,Shock
CID100042113,Shock
CID100042113,Tachycardia
CID100042113,Angiopathy
CID100042113,Hepatic function abnormal
CID100042113,Hepatic function abnormal
CID100042113,Hepatic necrosis
CID100042113,Eye pain
CID100042113,Blindness transient
CID100042113,Malnutrition
CID100042113,Pulmonary function test decreased
CID100042113,Eye irritation
CID100042113,Breath holding
CID100042113,Hypoxia
CID100042113,Ventricular bigeminy
CID100042113,Hepatobiliary disease
CID100042113,Blood bilirubin increased
CID100042113,Electrocardiogram T wave inversion
CID100042113,Oxygen saturation decreased
CID100042395,Erythema
CID100042395,Erythema
CID100042395,Dry skin
CID100042395,Skin irritation
CID100042395,Dermatitis perioral
CID100042395,Secondary infection
CID100042615,Asthenia
CID100042615,Ear disorder
CID100042615,Ear pain
CID100042615,Rash
CID100042615,Asthenia
CID100042615,Hostility
CID100042615,Hydronephrosis
CID100042615,Leukopenia
CID100042615,Menopause
CID100042615,Menstrual disorder
CID100042615,Nausea
CID100042615,Neoplasm
CID100042615,Nervousness
CID100042615,Osteopenia
CID100042615,Polyp
CID100042615,Ectopic pregnancy
CID100042615,Pruritus
CID100042615,Purpura
CID100042615,Spinal cord compression
CID100042615,Dizziness
CID100042615,Angiopathy
CID100042615,Weight increased
CID100042615,Weight decreased
CID100042615,Mood swings
CID100042615,Oedema peripheral
CID100042615,Fluid retention
CID100042615,Bone pain
CID100042615,Welts
CID100042615,Discomfort
CID100042615,Musculoskeletal discomfort
