drug_id,Percentage,Sideview
CID100004585,0.07,Dizziness
CID100004585,0.04,Dizziness
CID100004585,0.01,Dysarthria
CID100004585,0.0,Dysarthria
CID100004585,0.001,Dysgeusia
CID100004585,0.03,Dyspepsia
CID100004585,0.03,Dyspepsia
CID100004585,0.05,Dyspepsia
CID100004585,0.03,Ecchymosis
CID100004585,0.03,Ecchymosis
CID100004585,0.001,Epistaxis
CID100004585,0.0,Eructation
CID100004585,0.02,Rash
CID100004585,0.02,Rash
CID100004585,0.02,Eye disorder
CID100004585,0.015,Fatigue
CID100004585,0.04,Fatigue
CID100004585,0.04,Fatigue
CID100004585,0.04,Asthenia
CID100004585,0.06,Asthenia
CID100004585,0.001,Faecalith
CID100004585,0.02,Body temperature increased
CID100004585,0.01,Flatulence
CID100004585,0.0,Flatulence
CID100004585,0.001,Gingivitis
CID100004585,0.01,Glycosuria
CID100004585,0.0,Goitre
CID100004585,0.02,Hallucination
CID100004585,0.18,Headache
CID100004585,0.08,Headache
CID100004585,0.001,Haemoptysis
CID100004585,0.15,Hostility
CID100004585,0.14,Hostility
CID100004585,0.01,Hypercholesterolaemia
CID100004585,0.0,Hyperglycaemia
CID100004585,0.0,Hyperglycaemia
CID100004585,0.0,Hypertension
CID100004585,0.02,Hypertension
CID100004585,0.0,Hypertension
CID100004585,0.001,Hypoaesthesia
CID100004585,0.01,Hypotension
CID100004585,0.01,Hypotension
CID100004585,0.0,Orthostatic hypotension
CID100004585,0.001,Libido increased
CID100004585,0.01,Osteoarthritis
CID100004585,0.0,Ketosis
CID100004585,0.001,Laryngitis
CID100004585,0.001,Laryngitis
CID100004585,0.01,Leukopenia
CID100004585,0.001,Leukopenia
CID100004585,0.0,Leukopenia
CID100004585,0.001,Melaena
CID100004585,0.001,Melaena
CID100004585,0.001,Metrorrhagia
CID100004585,0.04,Hypertonia
CID100004585,0.001,Hypotonia
CID100004585,0.07,Nasal congestion
CID100004585,0.04,Nasopharyngitis
CID100004585,0.05,Nausea
CID100004585,0.14,Nervousness
CID100004585,0.14,Tension
CID100004585,0.0,Neuralgia
CID100004585,0.0,Neuralgia
CID100004585,0.01,Neutropenia
CID100004585,0.0,Neutropenia
CID100004585,0.0,Oliguria
CID100004585,0.1,Pain
CID100004585,0.02,Pain
CID100004585,0.05,Pain in extremity
CID100004585,0.01,Paraesthesia
CID100004585,0.101,Pharyngitis
CID100004585,0.001,Polyuria
CID100004585,0.0,Priapism
CID100004585,0.001,Pruritus
CID100004585,0.0,Pulmonary oedema
CID100004585,0.0,Pulmonary embolism
CID100004585,0.0,Pulmonary embolism
CID100004585,0.001,Pyuria
CID100004585,0.03,Respiratory tract infection
CID100004585,0.1,Rhinitis
CID100004585,0.0,Convulsion
CID100004585,0.01,Salivary hypersecretion
CID100004585,0.0,Sinusitis
CID100004585,0.0,Sneezing
CID100004585,0.02,Muscle spasms
CID100004585,0.03,Muscle spasms
CID100004585,0.0,Muscle spasms
CID100004585,0.04,Speech disorder
CID100004585,0.0,Subarachnoid haemorrhage
CID100004585,0.001,Withdrawal syndrome
CID100004585,0.001,Completed suicide
CID100004585,0.01,Sweating
CID100004585,0.001,Dizziness
CID100004585,0.0,Toothache
CID100004585,0.0,Tremor
CID100004585,0.06,Tremor
CID100004585,0.03,Tremor
CID100004585,0.02,Upper respiratory tract infection
CID100004585,0.001,Pollakiuria
CID100004585,0.01,Urinary tract infection
CID100004585,0.01,Vaginal inflammation
CID100004585,0.02,Viral infection
CID100004585,0.001,Vomiting
CID100004585,0.0,Vomiting
CID100004585,0.03,Vomiting
CID100004585,0.29,Weight increased
CID100004585,0.435,Weight increased
CID100004585,0.03,Weight increased
CID100004585,0.04,Weight increased
CID100004585,0.04,Weight increased
CID100004585,0.13,Dry mouth
CID100004585,0.062,Dry mouth
CID100004585,0.07,Dry mouth
CID100004585,0.01,Dry mouth
CID100004585,0.001,Micturition urgency
CID100004585,0.001,Akinesia
CID100004585,0.001,Depressed level of consciousness
CID100004585,0.01,Agitation
CID100004585,0.01,Oedema peripheral
CID100004585,0.01,Oedema peripheral
CID100004585,0.001,Stomatitis
CID100004585,0.001,Nuchal rigidity
CID100004585,0.01,Corneal lesion
CID100004585,0.0,Corneal lesion
CID100004585,0.01,Creatine phosphokinase increased
CID100004585,0.02,Gamma-glutamyltransferase increased
CID100004585,0.0,Intentional injury
CID100004585,0.0,Injury
CID100004585,0.0,Lenticular pigmentation
CID100004585,0.0,Bone pain
CID100004585,0.02,Vesiculobullous rash
CID100004585,0.02,Rash pustular
CID100004585,0.276,Aspartate aminotransferase increased
CID100004585,0.0,Aspartate aminotransferase increased
CID100004585,0.08,Alanine aminotransferase increased
CID100004585,0.001,Dry skin
CID100004585,0.001,Accommodation disorder
CID100004585,0.001,Accommodation disorder
CID100004585,0.0,Vaginal discharge
CID100004585,0.001,Feeling abnormal
CID100004585,0.02,Increased appetite
CID100004585,0.24,Increased appetite
CID100004585,0.04,Increased appetite
CID100004585,0.0,Thinking abnormal
CID100004585,0.01,Thinking abnormal
CID100004585,0.001,Oedema peripheral
CID100004585,0.0,Parkinsonism
CID100004585,0.01,Parkinsonism
CID100004585,0.02,Parkinsonism
CID100004585,0.08,Parkinsonism
CID100004585,0.001,Dry eye
CID100004585,0.0,Anaphylactoid reaction
CID100004585,0.02,Akathisia
CID100004585,0.27,Akathisia
CID100004585,0.0,Neuropathy
CID100004585,0.001,Face oedema
CID100004585,0.1,PRL increased
CID100004585,0.1,Blood prolactin increased
CID100004585,0.05,Cough increased
CID100004585,0.01,Gait disturbance
CID100004585,0.0,Blood bilirubin increased
CID100004585,0.0,Electrocardiogram QT corrected interval prolonged
CID100004585,0.01,Electrocardiogram QT corrected interval prolonged
CID100004585,0.0,Insomnia
CID100004585,0.02,Musculoskeletal stiffness
CID100004585,0.01,Musculoskeletal stiffness
CID100004594,0.02,Abdominal pain
CID100004594,0.02,Gastrointestinal pain
CID100004594,0.052,Abdominal pain
CID100004594,0.01,Gastrointestinal pain
CID100004594,0.0,Agranulocytosis
CID100004594,0.0,Alopecia
CID100004594,0.001,Alopecia
CID100004594,0.001,Alopecia
CID100004594,0.0,Anaemia
CID100004594,0.0,Angioedema
CID100004594,0.0,Musculoskeletal discomfort
CID100004594,0.011,Back pain
CID100004594,0.0,Back pain
CID100004594,0.0,Bronchospasm
CID100004594,0.0,Chest pain
CID100004594,0.0,Confusional state
CID100004594,0.0,Feeling abnormal
CID100004594,0.015,Constipation
CID100004594,0.015,Cough
CID100004594,0.001,Dermatitis
CID100004594,0.028,Diarrhoea
CID100004594,0.28,Diarrhoea
CID100004594,0.015,Dizziness
CID100004594,0.0,Toxic epidermal necrolysis
CID100004594,0.0,Epistaxis
CID100004594,0.0,Erythema multiforme
CID100004594,0.015,Dermatitis
CID100004594,0.0,Body temperature increased
CID100004594,0.05,Flatulence
CID100004594,0.01,Flatulence
CID100004594,0.0,Fracture
CID100004594,0.026,Headache
CID100004594,0.063,Headache
CID100004594,0.0,Hepatitis
CID100004594,0.0,Hypoglycaemia
CID100004594,0.0,Hypokalaemia
CID100004594,0.0,Jaundice
CID100004594,0.0,Leukopenia
CID100004594,0.04,Nausea
CID100004594,0.031,Nausea
CID100004594,0.0,Necrosis
CID100004594,0.0,Nervousness
CID100004594,0.0,Neutropenia
CID100004594,0.0,Optic atrophy
CID100004594,0.001,Paraesthesia
CID100004594,0.0,Pruritus
CID100004594,0.02,Rhinitis
CID100004594,0.0,Sleep disorder
CID100004594,0.0,Stevens-Johnson syndrome
CID100004594,0.0,Erythema multiforme
CID100004594,0.0,Stomatitis
CID100004594,0.0,Swelling
CID100004594,0.0,Thrombocytopenia
CID100004594,0.0,Weight increased
CID100004594,0.0,Dry mouth
CID100004594,0.0,Microcytic anaemia
CID100004594,0.0,Hepatic failure
CID100004594,0.0,Muscular weakness
CID100004594,0.001,Feeling abnormal
CID100004594,0.0,Myalgia
CID100004594,0.0,Myalgia
CID100004594,0.001,Visual acuity reduced
CID100004594,0.0,Oesophageal candidiasis
CID100004594,0.0,Vision blurred
CID100004594,0.0,Visual impairment
CID100004594,0.01,Abdominal pain
CID100004594,0.038,Abdominal pain
CID100004594,0.0,Infection
CID100004594,0.00257069,Cough
CID100004594,0.039,Diarrhoea
CID100004594,0.092,Diarrhoea
CID100004594,0.0106667,Dizziness
CID100004594,0.0,Toxic epidermal necrolysis
CID100004594,0.0,Toxic epidermal necrolysis
CID100004594,0.0,Erythema multiforme
CID100004594,0.44,Reflux esophagitis
CID100004594,0.0,Gynaecomastia
CID100004594,0.0,Mediastinal disorder
CID100004594,0.0,Mediastinal disorder
CID100004594,0.02,Nausea
CID100004594,0.0,Pancreatitis
CID100004594,0.0,Pancytopenia
CID100004594,0.011,Pruritus
CID100004594,0.0,Shock
CID100004594,0.0,Urinary tract disorder
CID100004594,0.0,Urinary tract disorder
CID100004594,0.0,Hypomagnesaemia
CID100004594,0.017,Injection site reaction
CID100004594,0.0,Muscular weakness
CID100004594,0.0426667,Duodenal ulcer haemorrhage
CID100004594,0.0,Unspecified disorder of skin and subcutaneous tissue
CID100004594,0.0,Myalgia
CID100004594,0.0,Myalgia
CID100004594,0.0,Musculoskeletal discomfort
CID100004594,0.0,Gastrointestinal candidiasis
CID100004594,0.0,Photosensitivity reaction
CID100004594,0.019,Somnolence
CID100004595,0.0,Anaphylactic shock
CID100004595,0.0,Atrial fibrillation
CID100004595,0.0626506,Constipation
CID100004595,0.00381679,Constipation
CID100004595,0.122486,Dizziness
CID100004595,0.053719,Dizziness
CID100004595,0.229755,Somnolence
CID100004595,0.0676417,Drowsiness
CID100004595,0.0676417,Somnolence
CID100004595,0.0,Dyspnoea
CID100004595,0.132231,Fatigue
CID100004595,0.0548446,Fatigue
CID100004595,0.0416667,Body temperature increased
CID100004595,0.0416667,Body temperature increased
CID100004595,0.05,Body temperature increased
CID100004595,0.07,Body temperature increased
CID100004595,0.08,Body temperature increased
CID100004595,0.01,Flushing
CID100004595,0.0654545,Genital disorder female
CID100004595,0.11,Headache
CID100004595,0.129032,Headache
CID100004595,0.145299,Headache
CID100004595,0.239669,Headache
CID100004595,0.0582781,Headache
CID100004595,0.07,Headache
CID100004595,0.1,Headache
CID100004595,0.140768,Headache
CID100004595,0.0,Hypotension
CID100004595,0.0,Laryngospasm
CID100004595,0.107861,Musculoskeletal pain
CID100004595,0.0,Pain
CID100004595,0.0490909,Pruritus
CID100004595,0.0509091,Shivering
CID100004595,0.0,Shock
CID100004595,0.0,Loss of consciousness
CID100004595,0.0,Supraventricular tachycardia
CID100004595,0.0,Supraventricular tachycardia
CID100004595,0.0,Torsade de pointes
CID100004595,0.0,Angiopathy
CID100004595,0.10596,Wound
CID100004595,0.276364,Wound
CID100004595,0.117647,Wound
CID100004595,0.117647,Wound
CID100004595,0.0310786,Urinary retention
CID100004595,0.06,Agitation
CID100004595,0.0292505,Agitation
CID100004595,0.0642955,Agitation
CID100004595,0.0,Oculogyric crisis
CID100004595,0.001,Oculogyric crisis
CID100004595,0.0383912,Injection site reaction
CID100004595,0.01,Injection site reaction
CID100004595,0.132231,Malaise
CID100004595,0.132231,Ill-defined disorder
CID100004595,0.0146252,Feeling cold
CID100004595,0.0146252,Feeling cold
CID100004595,0.001,Bradycardia
CID100004595,0.0,Electrocardiogram ST segment depression
CID100004595,0.0,Injection site burning
CID100004595,0.0,Electrocardiogram QT corrected interval prolonged
CID100004595,0.0,Liver function test abnormal
CID100004599,0.0,Abdominal distension
CID100004599,0.0,Angioedema
CID100004599,0.029,Anxiety
CID100004599,0.048,Arthritis
CID100004599,0.0,Bronchospasm
CID100004599,0.052,Dizziness
CID100004599,0.044,Dysentery
CID100004599,0.0,Dermatitis
CID100004599,0.072,Fatigue
CID100004599,0.017,Fatigue
CID100004599,0.064,Asthenia
CID100004599,0.018,Faecal incontinence
CID100004599,0.239,Flatulence
CID100004599,0.239,Flatulence
CID100004599,0.002,Flatulence
CID100004599,0.02,Gingival disorder
CID100004599,0.015,Gingival disorder
CID100004599,0.029,Gingival disorder
CID100004599,0.0,Blood disorder
CID100004599,0.001,Hypoglycaemia
CID100004599,0.001,Influenza
CID100004599,0.023,Osteoarthritis
CID100004599,0.036,Nausea
CID100004599,0.036,Nausea
CID100004599,0.01,Nausea
CID100004599,0.029,Otitis
CID100004599,0.025,Ear infection
CID100004599,0.001,Pain
CID100004599,0.0,Pruritus
CID100004599,0.001,Anal pruritus
CID100004599,0.052,Proctalgia
CID100004599,0.0,Convulsion
CID100004599,0.0,Convulsion
CID100004599,0.019,Tendonitis
CID100004599,0.001,Upper respiratory tract infection
CID100004599,0.001,Upper respiratory tract infection
CID100004599,0.258,Upper respiratory tract infection
CID100004599,0.075,Urinary tract infection
CID100004599,0.048,Urinary tract infection
CID100004599,0.073,Urinary tract infection
CID100004599,0.019,Vaginal inflammation
CID100004599,0.001,Vertigo
CID100004599,0.001,Lower respiratory tract infection
CID100004599,0.042,Myalgia
CID100004599,0.042,Musculoskeletal discomfort
CID100004599,0.033,Myalgia
CID100004599,0.001,Abdominal colic
CID100004599,0.033,Discomfort
CID100004599,0.052,Discomfort
CID100004599,0.019,Discomfort
CID100004599,0.214,Discomfort
CID100004599,0.214,Discomfort
CID100004599,0.0,Diabetes mellitus
CID100004599,0.001,Rectal haemorrhage
CID100004599,0.01,Soft stools
CID100004599,0.001,Anorectal discomfort
CID100004599,0.001,Insomnia
CID100004603,0.0,Abdominal pain
CID100004603,0.0,Abdominal pain
CID100004603,0.022,Abdominal pain
CID100004603,0.0,Anaphylactic shock
CID100004603,0.0,Anaphylactic shock
CID100004603,0.0,Angioedema
CID100004603,0.0,Asthma
CID100004603,0.023,Bronchitis
CID100004603,0.11,Bronchitis
CID100004603,0.021,Bronchitis
CID100004603,0.0,Confusional state
CID100004603,0.0,Dermatitis
CID100004603,0.019,Dermatitis
CID100004603,0.0,Diabetes mellitus
CID100004603,0.15,Dizziness
CID100004603,0.0,Dyspepsia
CID100004603,0.017,Ear disorder
CID100004603,0.017,Ear disorder
CID100004603,0.09,Ear disorder
CID100004603,0.012,Ear disorder
CID100004603,0.0,Toxic epidermal necrolysis
CID100004603,0.16,Epistaxis
CID100004603,0.13,Epistaxis
CID100004603,0.0,Asthenia
CID100004603,0.0,Gastrointestinal disorder
CID100004603,0.14,Headache
CID100004603,0.0,Influenza
CID100004603,0.0,Nasopharyngitis
CID100004603,0.083,Nausea
CID100004603,0.0,Nervous system disorder
CID100004603,0.0,Nightmare
CID100004603,0.45,Otitis media
CID100004603,0.58,Otitis media
CID100004603,0.033,Pneumonia
CID100004603,0.0,Thrombocytopenia
CID100004603,0.012,Tympanic membrane disorder
CID100004603,0.06,Tympanic membrane disorder
CID100004603,0.68,Vomiting
CID100004603,0.094,Vomiting
CID100004603,0.0,Skin disorder
CID100004603,0.0,Abdominal pain upper
CID100004603,0.05,Lymphadenopathy
CID100004603,0.0,Rhinorrhoea
CID100004609,0.17,Gastrointestinal pain
CID100004609,0.31,Abdominal pain
CID100004609,0.07,Abdominal pain
CID100004609,0.08,Abdominal pain
CID100004609,0.0,Agranulocytosis
CID100004609,0.0,Agranulocytosis
CID100004609,0.123,Agranulocytosis
CID100004609,0.03,Agranulocytosis
CID100004609,0.09,Agranulocytosis
CID100004609,0.192,Alopecia
CID100004609,0.28,Alopecia
CID100004609,0.302,Alopecia
CID100004609,0.0,Anaemia
CID100004609,0.0,Anaemia
CID100004609,0.01,Anaemia
CID100004609,0.11,Anaemia
CID100004609,0.11,Anaemia
CID100004609,0.065,Anaemia
CID100004609,0.07,Anaemia
CID100004609,0.086,Anaemia
CID100004609,0.838,Anaemia
CID100004609,0.852,Anaemia
CID100004609,0.0,Autoimmune haemolytic anaemia
CID100004609,0.1,Musculoskeletal discomfort
CID100004609,0.01,Asthenia
CID100004609,0.234,Asthenia
CID100004609,0.034,Asthenia
CID100004609,0.1,Asthenia
CID100004609,0.04,Chest pain
CID100004609,0.05,Chest pain
CID100004609,0.0,Infection
CID100004609,0.03,Infection
CID100004609,0.316,Infection
CID100004609,0.05,Infection
CID100004609,0.051,Infection
CID100004609,0.07,Infection
CID100004609,0.08,Infection
CID100004609,0.01,Conjunctivitis
CID100004609,0.19,Constipation
CID100004609,0.02,Constipation
CID100004609,0.04,Constipation
CID100004609,0.0,Cough
CID100004609,0.11,Cough
CID100004609,0.13,Cough
CID100004609,0.02,Cough
CID100004609,0.04,Dehydration
CID100004609,0.05,Dehydration
CID100004609,0.0,Depression
CID100004609,0.02,Diarrhoea
CID100004609,0.03,Diarrhoea
CID100004609,0.46,Diarrhoea
CID100004609,0.07,Dizziness
CID100004609,0.03,Dysgeusia
CID100004609,0.1,Dyspepsia
CID100004609,0.0,Dyspnoea
CID100004609,0.13,Dyspnoea
CID100004609,0.02,Dyspnoea
CID100004609,0.02,Dyspnoea
CID100004609,0.07,Dyspnoea
CID100004609,0.13,Oedema
CID100004609,0.0,Epistaxis
CID100004609,0.1,Dermatitis
CID100004609,0.005,Asthenia
CID100004609,0.01,Asthenia
CID100004609,0.01,Fatigue
CID100004609,0.16,Asthenia
CID100004609,0.38,Asthenia
CID100004609,0.52,Fatigue
CID100004609,0.52,Fatigue
CID100004609,0.61,Asthenia
CID100004609,0.09,Asthenia
CID100004609,0.002,Body temperature increased
CID100004609,0.007,Body temperature increased
CID100004609,0.01,Body temperature increased
CID100004609,0.149,Body temperature increased
CID100004609,0.33,Body temperature increased
CID100004609,0.36,Body temperature increased
CID100004609,0.36,Body temperature increased
CID100004609,0.05,Body temperature increased
CID100004609,0.071,Body temperature increased
CID100004609,0.086,Body temperature increased
CID100004609,0.02,Flushing
CID100004609,0.02,Flushing
CID100004609,0.03,Flushing
CID100004609,0.02,Gastrooesophageal reflux disease
CID100004609,0.02,Gastrooesophageal reflux disease
CID100004609,0.03,Gastrooesophageal reflux disease
CID100004609,0.0,Haematuria
CID100004609,0.03,Haematuria
CID100004609,0.04,Haematuria
CID100004609,0.0,Haemoglobin
CID100004609,0.04,Hyperbilirubinaemia
CID100004609,0.05,Hyperbilirubinaemia
CID100004609,0.0,Nodular regenerative hyperplasia
CID100004609,0.0,Hypersensitivity
CID100004609,0.03,Hypersensitivity
CID100004609,0.03,Hypersensitivity
CID100004609,0.0,Hypersensitivity
CID100004609,0.03,Hypokalaemia
CID100004609,0.01,Hypotension
CID100004609,0.01,Hypotension
CID100004609,0.0,Nephropathy
CID100004609,0.0,Nephrosis lower nephron
CID100004609,0.0,Laryngospasm
CID100004609,0.134,Leukopenia
CID100004609,0.24,Leukopenia
CID100004609,0.0,Foetor hepaticus
CID100004609,0.003,Nausea
CID100004609,0.019,Nausea
CID100004609,0.04,Nausea
CID100004609,0.057,Nausea
CID100004609,0.59,Nausea
CID100004609,0.06,Nausea
CID100004609,0.611,Nausea
CID100004609,0.0,Neuralgia
CID100004609,0.01,Neutropenia
CID100004609,0.308,Neutropenia
CID100004609,0.44,Neutropenia
CID100004609,0.06,Neutropenia
CID100004609,0.0,Optic neuritis
CID100004609,0.0,Pain
CID100004609,0.1,Pain
CID100004609,0.002,Paraesthesia
CID100004609,0.167,Paraesthesia
CID100004609,0.167,Paraesthesia
CID100004609,0.18,Paraesthesia
CID100004609,0.0,Peliosis hepatis
CID100004609,0.017,Phlebitis
CID100004609,0.0,Vascular purpura
CID100004609,0.0,Rhinitis
CID100004609,0.01,Rhinitis
CID100004609,0.1,Rhinitis
CID100004609,0.0,Sinusitis
CID100004609,0.04,Sinusitis
CID100004609,0.006,Skin disorder
CID100004609,0.014,Skin disorder
CID100004609,0.36,Skin disorder
CID100004609,0.36,Skin disorder
CID100004609,0.0,Stomatitis
CID100004609,0.001,Stomatitis
CID100004609,0.01,Stomatitis
CID100004609,0.01,Stomatitis
CID100004609,0.02,Stomatitis
CID100004609,0.028,Stomatitis
CID100004609,0.03,Stomatitis
CID100004609,0.32,Stomatitis
CID100004609,0.32,Stomatitis
CID100004609,0.04,Stomatitis
CID100004609,0.4,Stomatitis
CID100004609,0.057,Stomatitis
CID100004609,0.0,Thrombocytopenia
CID100004609,0.027,Thrombocytopenia
CID100004609,0.03,Thrombocytopenia
CID100004609,0.043,Thrombocytopenia
CID100004609,0.714,Thrombocytopenia
CID100004609,0.0,Thrombocytopenia
CID100004609,0.02,Embolism venous
CID100004609,0.08,Embolism
CID100004609,0.1,Thrombosis
CID100004609,0.005,Vomiting
CID100004609,0.009,Vomiting
CID100004609,0.019,Vomiting
CID100004609,0.019,Vomiting
CID100004609,0.13,Vomiting
CID100004609,0.02,Vomiting
CID100004609,0.253,Vomiting
CID100004609,0.27,Vomiting
CID100004609,0.541,Vomiting
CID100004609,0.11,Oedema peripheral
CID100004609,0.01,Deep vein thrombosis
CID100004609,0.0,Cranial nerve paralysis
CID100004609,0.16,Peripheral sensory neuropathy
CID100004609,0.031,Injection site reaction
CID100004609,0.0,Blood alkaline phosphatase increased
CID100004609,0.05,Lacrimation increased
CID100004609,0.08,Lacrimation increased
CID100004609,0.0,Optic ischaemic neuropathy
CID100004609,0.0,Metabolic acidosis
CID100004609,0.02,Musculoskeletal discomfort
CID100004609,0.0,Visual acuity reduced
CID100004609,0.0,Clostridium difficile colitis
CID100004609,0.1,Redness
CID100004609,0.002,Mucosal inflammation
CID100004609,0.02,Mucosal inflammation
CID100004609,0.421,Mucosal inflammation
CID100004609,0.1,Mucosal inflammation
CID100004609,0.1,Dysaesthesia
CID100004609,0.1,Chills
CID100004609,0.19,Neuropathy peripheral
CID100004609,0.07,Neuropathy
CID100004609,0.0,Lhermitte's sign
CID100004609,0.1,Lhermitte's sign
CID100004609,0.14,Febrile neutropenia
CID100004609,0.0,Febrile neutropenia
CID100004609,0.078,Febrile neutropenia
CID100004609,0.085,Febrile neutropenia
CID100004609,0.093,Febrile neutropenia
CID100004609,0.11,Insomnia
CID100004609,0.05,Insomnia
CID100004609,0.0,Venoocclusive disease
CID100004609,0.012,Laryngopharyngeal dysesthesia
CID100004609,0.01,Visual impairment
CID100004623,0.016,Pruritus
CID100004623,0.002,Erythema
CID100004634,0.016,Gastrointestinal pain
CID100004634,0.025,Abdominal pain
CID100004634,0.015,Arthralgia
CID100004634,0.02,Arthralgia
CID100004634,0.02,Musculoskeletal discomfort
CID100004634,0.01,Asthma
CID100004634,0.001,Back pain
CID100004634,0.01,Confusional state
CID100004634,0.01,Confusional state
CID100004634,0.151,Constipation
CID100004634,0.0,Constipation
CID100004634,0.024,Cough
CID100004634,0.017,Depression
CID100004634,0.023,Diarrhoea
CID100004634,0.065,Diarrhoea
CID100004634,0.01,Diarrhoea
CID100004634,0.023,Diarrhoea
CID100004634,0.166,Dizziness
CID100004634,0.023,Dizziness
CID100004634,0.05,Dizziness
CID100004634,0.047,Dyspepsia
CID100004634,0.06,Dyspepsia
CID100004634,0.001,Dyspepsia
CID100004634,0.025,Dysuria
CID100004634,0.0,Eye disorder
CID100004634,0.0205656,Asthenia
CID100004634,0.025,Flatulence
CID100004634,0.0,Flushing
CID100004634,0.0,Flushing
CID100004634,0.0,Gastrointestinal disorder
CID100004634,0.01,Fungal infection
CID100004634,0.019,Nausea
CID100004634,0.116,Nausea
CID100004634,0.166,Nervous system disorder
CID100004634,0.01,Pain in extremity
CID100004634,0.015,Palpitations
CID100004634,0.0,Psychotic disorder
CID100004634,0.001,Rhinitis
CID100004634,0.02,Sinus headache
CID100004634,0.052,Urinary tract infection
CID100004634,0.0425,Urinary tract infection
CID100004634,0.085,Urinary tract disorder
CID100004634,0.085,Urethral disorder
CID100004634,0.0,Urinary tract disorder
CID100004634,0.012,Vomiting
CID100004634,0.015,Vomiting
CID100004634,0.019,Dry mouth
CID100004634,0.714,Dry mouth
CID100004634,0.01,Dry mouth
CID100004634,0.012,Urinary retention
CID100004634,0.047,Urinary retention
CID100004634,0.0,Agitation
CID100004634,0.04,Oedema peripheral
CID100004634,0.04,Oedema peripheral
CID100004634,0.03,Dry skin
CID100004634,0.028,Nasal dryness
CID100004634,0.028,Nasal dryness
CID100004634,0.016,Dry throat
CID100004634,0.017,Dry throat
CID100004634,0.0,Accommodation disorder
CID100004634,0.0,Erectile dysfunction
CID100004634,0.01,Fluid retention
CID100004634,0.096,Vision blurred
CID100004634,0.01,Vision blurred
CID100004634,0.023,Residual urine volume
CID100004634,0.023,Residual urine volume
CID100004634,0.009,Application site rash
CID100004634,0.0049505,Application site rash
CID100004634,0.0,Hypohidrosis
CID100004634,0.015,Blood glucose increased
CID100004634,0.017,Application site erythema
CID100004634,0.056,Application site erythema
CID100004634,0.017,Application site erythema
CID100004634,0.14,Application site pruritus
CID100004634,0.019,Pharyngolaryngeal pain
CID100004634,0.055,Insomnia
CID100004634,0.014,Diarrhoea
CID100004634,0.03,Loose stools
CID100004634,0.141,Somnolence
CID100004634,0.057,Somnolence
CID100004634,0.0,Somnolence
CID100004634,0.0,Visual impairment
CID100004634,0.025,Abnormal vision
CID100004635,0.05,Constipation
CID100004635,0.09,Dizziness
CID100004635,0.0,Hyperpathia
CID100004635,0.0,Hyperaesthesia
CID100004635,0.0,Hypogonadism
CID100004635,0.0,Hypogonadism
CID100004635,0.23,Nausea
CID100004635,0.27,Nausea
CID100004635,0.11,Nausea
CID100004635,0.14,Pruritus
CID100004635,0.02,Pruritus
CID100004635,0.02,Sweating
CID100004635,0.14,Vomiting
CID100004635,0.17,Vomiting
CID100004635,0.0,Regurgitation
CID100004635,0.0,Regurgitation
CID100004639,0.025,Abdominal pain
CID100004639,0.262,Constipation
CID100004639,0.276,Constipation
CID100004639,0.057,Constipation
CID100004639,0.06,Constipation
CID100004639,0.04,Diarrhoea
CID100004639,0.04,Diarrhoea
CID100004639,0.043,Diarrhoea
CID100004639,0.178,Dizziness
CID100004639,0.18,Dizziness
CID100004639,0.06,Dizziness
CID100004639,0.07,Dizziness
CID100004639,0.039,Asthenia
CID100004639,0.01,Asthenia
CID100004639,0.105,Headache
CID100004639,0.038,Headache
CID100004639,0.04,Headache
CID100004639,0.114,Nausea
CID100004639,0.18,Nausea
CID100004639,0.19,Nausea
CID100004639,0.2,Nausea
CID100004639,0.03,Nausea
CID100004639,0.33,Nausea
CID100004639,0.331,Nausea
CID100004639,0.0,Pruritus
CID100004639,0.029,Pruritus
CID100004639,0.08,Pruritus
CID100004639,0.0,Pruritus
CID100004639,0.04,Pruritus
CID100004639,0.04,Pruritus
CID100004639,0.076,Vertigo
CID100004639,0.08,Vertigo
CID100004639,0.09,Vomiting
CID100004639,0.004,Decreased appetite
CID100004639,0.0,Memory impairment
CID100004639,0.04,Insomnia
CID100004639,0.19,Somnolence
CID100004666,0.87,Alopecia
CID100004666,0.0,Anaphylactic shock
CID100004666,0.0,Anaphylactic shock
CID100004666,0.2,Anaemia
CID100004666,0.04,Anaemia
CID100004666,0.47,Anaemia
CID100004666,0.68,Anaemia
CID100004666,0.78,Anaemia
CID100004666,0.9,Anaemia
CID100004666,0.97,Anaemia
CID100004666,0.1,Anaemia
CID100004666,0.001,Angioedema
CID100004666,0.0,Decreased appetite
CID100004666,0.0,Anorexia
CID100004666,0.02,Musculoskeletal discomfort
CID100004666,0.1,Arthralgia
CID100004666,0.0,Ascites
CID100004666,0.0,Ascites
CID100004666,0.01,Asthenia
CID100004666,0.02,Asthenia
CID100004666,0.03,Asthenia
CID100004666,0.04,Asthenia
CID100004666,0.01,Asthenia
CID100004666,0.01,Asthenia
CID100004666,0.0,Asthenia
CID100004666,0.0,Ataxia
CID100004666,0.01,Atrioventricular block
CID100004666,0.01,Atrioventricular block
CID100004666,0.0,Atrioventricular block
CID100004666,0.0,Atrioventricular block
CID100004666,0.0,Mental disorder
CID100004666,0.0,Chest pain
CID100004666,0.0,Infection
CID100004666,0.15,Infection
CID100004666,0.23,Infection
CID100004666,0.29,Infection
