drug_id,Percentage,Sideview
CID100000596,0.11,Feeling abnormal
CID100000596,0.14,Confusional state
CID100000596,0.02,Feeling abnormal
CID100000596,0.07,Confusional state
CID100000596,0.242424,Constipation
CID100000596,0.214286,Cough
CID100000596,0.107143,Dysphagia
CID100000596,0.077821,Dysphagia
CID100000596,0.0817121,Depression
CID100000596,0.272727,Diarrhoea
CID100000596,0.18,Dizziness
CID100000596,0.214286,Dizziness
CID100000596,0.121212,Dyspnoea
CID100000596,0.214286,Dyspnoea
CID100000596,0.464286,Fatigue
CID100000596,0.192308,Body temperature increased
CID100000596,0.192308,Body temperature increased
CID100000596,0.28,Headache
CID100000596,0.321429,Headache
CID100000596,0.423077,Headache
CID100000596,0.05,Headache
CID100000596,0.515152,Headache
CID100000596,0.560311,Headache
CID100000596,0.01,Hemiplegia
CID100000596,0.02,Hydrocephalus
CID100000596,0.02,Hydrocephalus
CID100000596,0.0583658,Hyperglycaemia
CID100000596,0.0357143,Hypertension
CID100000596,0.1,Hypoaesthesia
CID100000596,0.0714286,Hypokalaemia
CID100000596,0.0357143,Hyponatraemia
CID100000596,0.178571,Incontinence
CID100000596,0.159533,Lethargy
CID100000596,0.0,Nausea
CID100000596,0.0,Nausea
CID100000596,0.333333,Nausea
CID100000596,0.363636,Neutropenia
CID100000596,0.03,Sensory loss
CID100000596,0.0,Pain
CID100000596,0.2,Pain
CID100000596,0.0909091,Pain
CID100000596,0.12,Neuropathy peripheral
CID100000596,0.142857,Pruritus
CID100000596,0.0,Reflexes abnormal
CID100000596,0.107143,Reflexes abnormal
CID100000596,0.11,Reflexes abnormal
CID100000596,0.14,Convulsion
CID100000596,0.21,Convulsion
CID100000596,0.0357143,Convulsion
CID100000596,0.03,Spinal cord disorder
CID100000596,0.11,Shock
CID100000596,0.03,Dizziness
CID100000596,0.105058,Thrombocytopenia
CID100000596,0.321429,Thrombocytopenia
CID100000596,0.321429,Thrombocytopenia
CID100000596,0.09,Tremor
CID100000596,0.03,Urinary incontinence
CID100000596,0.136187,Urinary tract infection
CID100000596,0.282051,Vomiting
CID100000596,0.101167,Agitation
CID100000596,0.25,Oedema peripheral
CID100000596,0.01,Altered state of consciousness
CID100000596,0.01,Altered state of consciousness
CID100000596,0.03,Cranial nerve paralysis
CID100000596,0.107143,Peripheral sensory neuropathy
CID100000596,0.0128205,Musculoskeletal stiffness
CID100000596,0.142857,Neck stiffness
CID100000596,0.03,Musculoskeletal stiffness
CID100000596,0.0606061,Musculoskeletal stiffness
CID100000596,0.11284,Decreased appetite
CID100000596,0.121212,Memory impairment
CID100000596,0.0311284,Mucosal inflammation
CID100000596,0.11,Vision blurred
CID100000596,0.121212,Vision blurred
CID100000596,0.142857,Vision blurred
CID100000596,0.0,Platelet count decreased
CID100000596,0.01,Blindness
CID100000596,0.01,Blindness
CID100000596,0.11,Gait disturbance
CID100000596,0.02,Gait disturbance
CID100000596,0.21,Gait disturbance
CID100000596,0.212121,Gait disturbance
CID100000596,0.23,Gait disturbance
CID100000596,0.04,Gait disturbance
CID100000596,0.0233463,Hyperhidrosis
CID100000596,0.25,Insomnia
CID100000596,0.181818,Hearing impaired
CID100000596,0.0583658,Hearing impaired
CID100000596,0.11,Somnolence
CID100000598,0.18,Abdominal pain
CID100000598,0.101,Alopecia
CID100000598,0.12,Alopecia
CID100000598,0.04,Anxiety
CID100000598,0.059,Anxiety
CID100000598,0.059,Anxiety
CID100000598,0.07,Anxiety
CID100000598,0.05,Back pain
CID100000598,0.06,Back pain
CID100000598,0.1,Chest pain
CID100000598,0.1,Chest pain
CID100000598,0.084,Chest pain
CID100000598,0.07,Confusional state
CID100000598,0.03,Dehydration
CID100000598,0.059,Dehydration
CID100000598,0.09,Dizziness
CID100000598,0.0,Dysgeusia
CID100000598,0.0,Dysgeusia
CID100000598,0.092,Dyspnoea
CID100000598,0.05,Flushing
CID100000598,0.13,Headache
CID100000598,0.09,Headache
CID100000598,0.034,Hypotension
CID100000598,0.04,Hypotension
CID100000598,0.09,Pain
CID100000598,0.06,Pallor
CID100000598,0.0,Tachycardia
CID100000598,0.1,Injection site reaction
CID100000598,0.0,Injection site reaction
CID100000598,0.06,Face oedema
CID100000598,0.05,Insomnia
CID100000598,0.092,Insomnia
CID100000699,0.16,Abdominal pain
CID100000699,0.21,Abdominal pain
CID100000699,0.23,Abdominal pain
CID100000699,0.006179,Anxiety
CID100000699,0.04,Anxiety
CID100000699,0.13,Arthralgia
CID100000699,0.13,Arthralgia
CID100000699,0.07,Musculoskeletal discomfort
CID100000699,0.09,Arthralgia
CID100000699,0.09,Arthralgia
CID100000699,0.07,Asthenia
CID100000699,0.07,Asthenia
CID100000699,0.14,Back pain
CID100000699,0.04,Vaginal moniliasis
CID100000699,0.07,Vaginal moniliasis
CID100000699,0.07,Vulvovaginal mycotic infection
CID100000699,0.08,Vulvovaginal mycotic infection
CID100000699,0.001,Vulvovaginal mycotic infection
CID100000699,0.02,Vulvovaginal candidiasis
CID100000699,0.019,Infection
CID100000699,0.038,Depression
CID100000699,0.07,Diarrhoea
CID100000699,0.05,Dizziness
CID100000699,0.06,Dizziness
CID100000699,0.03,Rash
CID100000699,0.03,Rash
CID100000699,0.04,Rash
CID100000699,0.05,Flatulence
CID100000699,0.06,Flatulence
CID100000699,0.07,Flatulence
CID100000699,0.09,Flatulence
CID100000699,0.09,Flatulence
CID100000699,0.113,Headache
CID100000699,0.157,Headache
CID100000699,0.29,Headache
CID100000699,0.32,Headache
CID100000699,0.36,Headache
CID100000699,0.38,Headache
CID100000699,0.28,Headache
CID100000699,0.04,Muscle spasms
CID100000699,0.05,Cramps of lower extremities
CID100000699,0.01,Cramps of lower extremities
CID100000699,0.03,Vaginal discharge
CID100000699,0.21,Breast pain
CID100000699,0.26,Breast pain
CID100000699,0.07,Breast pain
CID100000699,0.01,Breast pain
CID100000699,0.09,Breast pain
CID100000699,0.03,Hypertonia
CID100000699,0.0,Myocardial infarction
CID100000699,0.0,Myocardial infarction
CID100000699,0.0,Acute coronary syndrome
CID100000699,0.11,Nausea
CID100000699,0.039,Nausea
CID100000699,0.08,Nausea
CID100000699,0.038,Nervousness
CID100000699,0.001,Nervousness
CID100000699,0.001128,Pain
CID100000699,0.13,Pain
CID100000699,0.17,Pain
CID100000699,0.2,Pain
CID100000699,0.18,Pain
CID100000699,0.0,Pancreatitis
CID100000699,0.003581,Pharyngitis
CID100000699,0.019,Pharyngitis
CID100000699,0.1,Pharyngitis
CID100000699,0.12,Pharyngitis
CID100000699,0.13,Pharyngitis
CID100000699,0.059,Pharyngitis
CID100000699,0.08,Pharyngitis
CID100000699,0.05,Pruritus
CID100000699,0.06,Rhinitis
CID100000699,0.11,Sinusitis
CID100000699,0.06,Sinusitis
CID100000699,0.0,Cerebrovascular accident
CID100000699,0.000603,Upper respiratory tract infection
CID100000699,0.1,Upper respiratory tract infection
CID100000699,0.003632,Vaginal inflammation
CID100000699,0.001,Vaginal inflammation
CID100000699,0.01,Vertigo
CID100000699,0.118,Musculoskeletal discomfort
CID100000699,0.04,Musculoskeletal discomfort
CID100000699,0.0,Glucose tolerance impaired
CID100000699,0.0,Anaphylactoid reaction
CID100000699,0.04,Cough increased
CID100000699,0.06,Cough
CID100000699,0.004839,Insomnia
CID100000699,0.06,Insomnia
CID100000699,0.07,Insomnia
CID100000699,0.1,Insomnia
CID100000699,0.01,Breast enlargement
CID100000699,0.02,Breast enlargement
CID100000699,0.0,Vaginal haemorrhage
CID100000700,0.016,Pain
CID100000700,0.012,Pneumonia
CID100000700,0.021,Oesophageal ulcer
CID100000700,0.021,Oesophageal ulcer
CID100000727,0.0,Alopecia
CID100000727,0.0,Headache
CID100000727,0.0,Paraesthesia
CID100000738,0.111111,Abdominal pain
CID100000738,0.125,Abdominal pain
CID100000738,0.0,Arthralgia
CID100000738,0.0,Arthralgia
CID100000738,0.125,Musculoskeletal discomfort
CID100000738,0.133333,Arthralgia
CID100000738,0.133333,Musculoskeletal discomfort
CID100000738,0.3125,Arthralgia
CID100000738,0.3125,Arthralgia
CID100000738,0.4375,Arthralgia
CID100000738,0.0625,Back pain
CID100000738,0.111111,Bacterial infection
CID100000738,0.125,Bacterial infection
CID100000738,0.1875,Bacterial infection
CID100000738,0.125,Candida infection
CID100000738,0.333333,Infection
CID100000738,0.0625,Infection
CID100000738,0.0666667,Infection
CID100000738,0.0,Constipation
CID100000738,0.0,Dehydration
CID100000738,0.1875,Dehydration
CID100000738,0.111111,Depression
CID100000738,0.5,Oedema
CID100000738,0.6875,Oedema
CID100000738,0.125,Dermatitis
CID100000738,0.0625,Dermatitis
CID100000738,0.0,Fatigue
CID100000738,0.222222,Flatulence
CID100000738,0.0625,Haemorrhoids
CID100000738,0.111111,Hypersensitivity
CID100000738,0.111111,Nephrolithiasis
CID100000738,0.125,Nausea
CID100000738,0.222222,Nausea
CID100000738,0.3125,Nausea
CID100000738,0.111111,Pain
CID100000738,0.111111,Pancreatitis
CID100000738,0.222222,Neuropathy peripheral
CID100000738,0.25,Neuropathy peripheral
CID100000738,0.111111,Pharyngitis
CID100000738,0.1875,Rhinitis
CID100000738,0.0666667,Rhinitis
CID100000738,0.0,Gastric ulcer
CID100000738,0.0,Thirst
CID100000738,0.0,Urinary tract disorder
CID100000738,0.0,Urethral disorder
CID100000738,0.222222,Urethral disorder
CID100000738,0.2,Viral infection
CID100000738,0.0,Vomiting
CID100000738,0.133333,Vomiting
CID100000738,0.0,Injection site reaction
CID100000738,0.111111,Injection site reaction
CID100000738,0.25,Injection site reaction
CID100000738,0.0,Injection site pain
CID100000738,0.125,Malaise
CID100000738,0.125,Feeling abnormal
CID100000738,0.125,Ill-defined disorder
CID100000738,0.125,Myalgia
CID100000738,0.111111,Rectal tenesmus
CID100000738,0.1875,Rectal tenesmus
CID100000738,0.1875,Anorectal discomfort
CID100000738,0.333333,Proctalgia
CID100000738,0.0,Sweating increased
CID100000738,0.0,Crohn's disease
CID100000738,0.0,Insomnia
CID100000738,0.111111,Insomnia
CID100000772,0.0,Anaemia
CID100000772,0.16,Anaemia
CID100000772,0.0,Anaemia
CID100000772,0.02,Anaemia
CID100000772,0.03,Anaemia
CID100000772,0.03,Anaemia
CID100000772,0.022,Feeling abnormal
CID100000772,0.022,Confusional state
CID100000772,0.011,Confusional state
CID100000772,0.011,Feeling abnormal
CID100000772,0.017,Diarrhoea
CID100000772,0.04,Body temperature increased
CID100000772,0.05,Body temperature increased
CID100000772,0.08,Body temperature increased
CID100000772,0.03,Body temperature increased
CID100000772,0.0,Headache
CID100000772,0.0,Haematuria
CID100000772,0.0,Haemorrhage
CID100000772,0.0,Haemorrhage
CID100000772,0.01,Haemorrhage
CID100000772,0.01,Haemorrhage
CID100000772,0.13,Haemoglobin
CID100000772,0.03,Haemoglobin
CID100000772,0.04,Haemorrhage
CID100000772,0.06,Haemorrhage
CID100000772,0.0,Haemoglobin
CID100000772,0.0,Hyperkalaemia
CID100000772,0.0,Hypertriglyceridaemia
CID100000772,0.0,Inflammation
CID100000772,0.0,Nausea
CID100000772,0.017,Nausea
CID100000772,0.02,Nausea
CID100000772,0.00697085,Pulmonary oedema
CID100000772,0.015,Thrombocytopenia
CID100000772,0.0,Oedema peripheral
CID100000772,0.04,Oedema peripheral
CID100000772,0.0,Oedema peripheral
CID100000772,0.03,Injection site haemorrhage
CID100000772,0.00825472,Haemorrhage intracranial
CID100000772,0.00825472,Haemorrhage intracranial
CID100000772,0.0,Skin necrosis
CID100000772,0.0,Diabetes mellitus
CID100000772,0.0,Local reaction
CID100000772,0.0,Spinal haematoma
CID100000813,0.0,Nausea
CID100000813,0.0,Vomiting
CID100000813,0.0,Abdominal discomfort
CID100000923,0.25,Gastrointestinal pain
CID100000923,0.3,Abdominal pain
CID100000923,0.3,Gastrointestinal pain
CID100000923,0.0,Anaphylactic shock
CID100000923,0.0,Hypersensitivity
CID100000923,0.0,Paraesthesia
CID100000923,0.0,Convulsion
CID100000923,0.0,Swelling
CID100000923,0.31,Abdominal distension
CID100000923,0.0,Renal impairment
CID100000923,0.0,Renal tubular necrosis
CID100000937,0.03,Asthenia
CID100000937,0.1,Diarrhoea
CID100000937,0.0,Dizziness
CID100000937,0.0,Dizziness
CID100000937,0.0,Oedema
CID100000937,0.0,Dermatitis
CID100000937,0.0,Rash
CID100000937,0.05,Dermatitis
CID100000937,0.03,Body temperature increased
CID100000937,0.0,Hypersensitivity
CID100000937,0.0,Laryngospasm
CID100000937,0.11,Nausea
CID100000937,0.06,Pain
CID100000937,0.07,Pain
CID100000937,0.0,Pruritus
CID100000937,0.0,Oedema peripheral
CID100000937,0.0,Oedema peripheral
CID100000937,0.0,Migraine
CID100000937,0.01,Migraine
CID100000937,0.0,Tongue oedema
CID100000937,0.0,Skin burning sensation
CID100000937,0.01,Somnolence
CID100000942,0.05,Arthralgia
CID100000942,0.01,Arthralgia
CID100000942,0.06,Back pain
CID100000942,0.019,Diarrhoea
CID100000942,0.016,Diarrhoea
CID100000942,0.0,Dysmenorrhoea
CID100000942,0.0,Dysmenorrhoea
CID100000942,0.012,Dyspepsia
CID100000942,0.024,Dyspepsia
CID100000942,0.024,Dyspepsia
CID100000942,0.012,Rash
CID100000942,0.15,Headache
CID100000942,0.292,Headache
CID100000942,0.012,Dyspepsia
CID100000942,0.04,Menstrual disorder
CID100000942,0.024,Nausea
CID100000942,0.05,Nausea
CID100000942,0.02,Pruritus
CID100000942,0.03,Pruritus
CID100000942,0.04,Tooth disorder
CID100000942,0.008,Vertigo
CID100000942,0.004,Mouth ulceration
CID100000942,0.004,Stomatitis
CID100000942,0.031,Musculoskeletal discomfort
CID100000942,0.04,Myalgia
CID100001003,0.25,Abdominal pain
CID100001003,0.26,Nausea
CID100001003,0.26,Nausea
CID100001003,0.39,Abdominal bloating
CID100001003,0.41,Abdominal bloating
CID100001065,0.13,Asthenia
CID100001065,0.13,Asthenia
CID100001065,0.11,Rash
CID100001065,0.07,Asthenia
CID100001065,0.07,Headache
CID100001065,0.03,Nausea
CID100001065,0.02,Nervousness
CID100001065,0.05,Nervousness
CID100001065,0.06,Pain
CID100001065,0.03,Vomiting
CID100001065,0.03,Electrocardiogram abnormal
CID100001125,0.0508475,Diarrhoea
CID100001125,0.0,Nasal congestion
CID100001125,0.0945946,Pharyngolaryngeal pain
CID100001125,0.0,Abdominal pain
CID100001125,0.0,Gastrointestinal pain
CID100001125,0.0508475,Cough
CID100001125,0.0508475,Diarrhoea
CID100001125,0.0,Dyspepsia
CID100001125,0.0,Hypersensitivity
CID100001125,0.0,Nausea
CID100001125,0.0810811,Vomiting
CID100001125,0.108108,Rhinorrhoea
CID100001134,0.13,Abdominal pain
CID100001134,0.0342385,Abdominal pain
CID100001134,0.0578512,Abdominal pain
CID100001134,0.0436836,Arthralgia
CID100001134,0.0,Connective tissue disorder
CID100001134,0.004,Cough
CID100001134,0.0,Cough
CID100001134,0.01,Cough
CID100001134,0.0528169,Cough
CID100001134,0.015,Diarrhoea
CID100001134,0.015,Diarrhoea
CID100001134,0.007,Dizziness
CID100001134,0.04,Dizziness
CID100001134,0.04,Dizziness
CID100001134,0.04,Rash
CID100001134,0.1,Fatigue
CID100001134,0.044,Fatigue
CID100001134,0.044,Asthenia
CID100001134,0.03,Body temperature increased
CID100001134,0.0401417,Body temperature increased
CID100001134,0.12,Headache
CID100001134,0.14,Headache
CID100001134,0.03,Headache
CID100001134,0.032,Headache
CID100001134,0.0200708,Hepatitis B
CID100001134,0.11,Nasopharyngitis
CID100001134,0.026,Nausea
CID100001134,0.0,Nervous system disorder
CID100001134,0.03,Pruritus
CID100001134,0.03,Pruritus
CID100001134,0.0,Rhabdomyolysis
CID100001134,0.001,Thrombocytopenia
CID100001134,0.0,Thrombocytopenia
CID100001134,0.07,Vomiting
CID100001134,0.09,Creatine phosphokinase increased
CID100001134,0.0318772,Alanine aminotransferase increased
CID100001134,0.0,Malnutrition
CID100001134,0.11,Malaise
CID100001134,0.0199531,Myalgia
CID100001134,0.0199531,Musculoskeletal discomfort
CID100001134,0.0448642,Pharyngolaryngeal pain
CID100001134,0.0448642,Laryngeal pain
CID100001134,0.05,Pharyngolaryngeal pain
CID100001134,0.05,Laryngeal pain
CID100001301,0.0,Agranulocytosis
CID100001301,0.0,Angioedema
CID100001301,0.01,Infection
CID100001301,0.0,Connective tissue disorder
CID100001301,0.0,Depression
CID100001301,0.0,Dyspepsia
CID100001301,0.0,Erythema multiforme
CID100001301,0.0,Rash
CID100001301,0.0,Eye disorder
CID100001301,0.0,Headache
CID100001301,0.0,Cardiac disorder
CID100001301,0.0,Cardiac failure
CID100001301,0.0,Cardiac failure congestive
CID100001301,0.0,Hypertension
CID100001301,0.0,Immune system disorder
CID100001301,0.0,Immune system disorder
CID100001301,0.0,Pancreatitis
CID100001301,0.0,Pruritus
CID100001301,0.0,Pulmonary oedema
CID100001301,0.0,Renal failure
CID100001301,0.0,Stomatitis
CID100001301,0.0,Mouth ulceration
CID100001301,0.0,Vomiting
CID100001301,0.0,Optic neuritis
CID100001301,0.0,Liver function test abnormal
CID100001301,0.0,Photosensitivity reaction
CID100001301,0.0,Malaise
CID100001301,0.0,Cognitive disorder
CID100001301,0.0,Blood and lymphatic system disorders
CID100001546,0.04,Abdominal pain
CID100001546,0.06,Abdominal pain
CID100001546,0.06,Abdominal pain
CID100001546,0.001,Haemolytic anaemia
CID100001546,0.01,Anxiety
CID100001546,0.05,Arthralgia
CID100001546,0.01,Musculoskeletal discomfort
CID100001546,0.01,Arthritis
CID100001546,0.01,Neoplasm malignant
CID100001546,0.1,Infection
CID100001546,0.04,Constipation
CID100001546,0.09,Constipation
CID100001546,0.1,Constipation
CID100001546,0.09,Dizziness
CID100001546,0.01,Oedema
CID100001546,0.0,Toxic epidermal necrolysis
CID100001546,0.1,Dermatitis
CID100001546,0.1,Rash
CID100001546,0.1,Dermatitis
CID100001546,0.02,Asthenia
CID100001546,0.31,Asthenia
CID100001546,0.1,Fatigue
CID100001546,0.01,Localised infection
CID100001546,0.14,Headache
CID100001546,0.07,Headache
CID100001546,0.0,Cardiac failure
CID100001546,0.01,Cardiac murmur
CID100001546,0.089,Inflammation
CID100001546,0.22,Nausea
CID100001546,0.05,Nausea
CID100001546,0.06,Pain
CID100001546,0.1,Pancytopenia
CID100001546,0.001,Paraesthesia
CID100001546,0.01,Petechiae
CID100001546,0.07,Pneumonia
CID100001546,0.06,Pruritus
CID100001546,0.1,Purpura
CID100001546,0.1,Vascular purpura
CID100001546,0.119,Skin infection
CID100001546,0.12,Thrombocytopenia
CID100001546,0.06,Thrombocytopenia
CID100001546,0.01,Vomiting
CID100001546,0.0,Hepatic failure
CID100001546,0.05,Malaise
CID100001546,0.01,Ill-defined disorder
CID100001546,0.04,Breath sounds abnormal
CID100001546,0.01,Decreased appetite
CID100001546,0.17,Decreased appetite
CID100001546,0.01,Mucosal inflammation
CID100001546,0.1,Sweating increased
CID100001546,0.11,Administration site reaction
CID100001690,0.008,Abdominal pain
CID100001690,0.008,Gastrointestinal pain
CID100001690,0.01,Abdominal pain
CID100001690,0.152,Alopecia
CID100001690,0.174,Alopecia
CID100001690,0.192,Alopecia
CID100001690,0.523,Alopecia
CID100001690,0.71,Alopecia
CID100001690,0.714,Alopecia
CID100001690,0.1,Alopecia
