drug_id,disease
CID100130565,Duodenal ulcer
CID100130565,Duodenal ulcer
CID100130565,Gastrooesophageal reflux disease
CID100130565,Gastrooesophageal reflux disease
CID100130565,Heartburn
CID100130565,Dyspepsia
CID100130565,Gastric ulcer
CID100130565,Gastric ulcer
CID100130565,Zollinger-Ellison syndrome
CID100130565,Gastrinoma
CID100130565,Erosive oesophagitis
CID100130565,Erosive oesophagitis
CID100130881,Hypertension
CID100130881,Hypertension
CID100130881,Hypotension
CID100130881,Hypotension
CID100130881,Hypertensive
CID100130881,Hypertension
CID100131535,Infection
CID100131535,Infection
CID100131535,Factor XI deficiency
CID100131535,Factor XI deficiency
CID100131535,Immunodeficiency
CID100131535,Immunodeficiency
CID100131535,Human immunodeficiency virus type
CID100131535,HIV infection
CID100132804,Hyperlipidaemia
CID100132804,Hyperlipidaemia
CID100132804,Dyslipidaemia
CID100132804,Dyslipidaemia
CID100132970,Prostate cancer
CID100132970,Prostate cancer
CID100132971,Prostate cancer
CID100132971,Prostate cancer
CID100132971,Metastases to liver
CID100132971,Metastases to liver
CID100132971,Hepatic cancer metastatic
CID100132999,Sinus rhythm
CID100132999,Sinus rhythm
CID100132999,Cardiac failure chronic
CID100132999,Cardiac failure chronic
CID100132999,Stable angina pectoris
CID100132999,Angina pectoris
CID100132999,Systolic dysfunction
CID100132999,Systolic dysfunction
CID100132999,Coronary artery disease
CID100132999,Coronary artery disease
CID100134018,Gouty arthritis
CID100134018,Gouty arthritis
CID100134018,Gout
CID100134018,Gout
CID100134018,Gout
CID100134018,Gouty tophus
CID100134018,Gouty tophus
CID100134018,Hyperuricaemia
CID100134018,Blood uric acid increased
CID100134018,Hyperuricaemia
CID100134018,Renal impairment
CID100134018,Renal impairment
CID100134018,Renal failure
CID100134019,B-cell lymphoma
CID100134019,B-cell lymphoma
CID100134780,Plasma cell myeloma
CID100134780,Plasma cell myeloma
CID100134780,Plasmacytoma
CID100134780,Neuropathy peripheral
CID100134780,Neuropathy peripheral
CID100134780,Disease progression
CID100134780,Disease progression
CID100135113,Sucrase-isomaltase deficiency
CID100135113,Sucrase-isomaltase deficiency
CID100145068,Pulmonary hypertension
CID100145068,Pulmonary hypertension
CID100145068,Pregnancy
CID100145068,Pregnancy
CID100145068,Hypoxia
CID100145068,Hypoxia
CID100145068,Respiratory failure
CID100145068,Respiratory failure
CID100147912,Aspergillosis
CID100147912,Aspergillus infection
CID100147912,Candida infection
CID100147912,Candida infection
CID100147912,Chromoblastomycosis
CID100147912,Chromoblastomycosis
CID100147912,Coccidioidomycosis
CID100147912,Coccidioidomycosis
CID100147912,Infection
CID100147912,Infection
CID100147912,Cryptococcosis
CID100147912,Cryptococcosis
CID100147912,Graft versus host disease
CID100147912,Graft versus host disease
CID100147912,Acute myeloid leukaemia
CID100147912,Acute leukaemia
CID100147912,Acute myeloid leukaemia
CID100147912,Mycetoma NOS
CID100147912,Mycetoma mycotic
CID100147912,Fungal infection
CID100147912,Fungal infection
CID100147912,Neutropenia
CID100147912,Neutropenia
CID100147912,Palpitations
CID100147912,Palpitations
CID100147912,Zygomycosis
CID100147912,Zygomycosis
CID100147912,Immunocompromised
CID100147912,Immunodeficiency
CID100147912,Oesophageal candidiasis
CID100147912,Oesophageal candidiasis
CID100147912,Fusarium infection
CID100147912,Fusarium infection
CID100147912,Haematological malignancy
CID100147912,Haematological malignancy
CID100147912,Systemic mycosis
CID100147912,Systemic mycosis
CID100147912,Candidemia
CID100147912,Systemic candida
CID100147912,Oropharyngeal candidiasis
CID100147912,Oropharyngeal candidiasis
CID100147912,Intraoperative floppy iris syndrome
CID100147912,Floppy iris syndrome
CID100148121,Renal failure chronic
CID100148121,Renal failure chronic
CID100148121,Peripheral T-cell lymphoma unspecified
CID100148121,Peripheral T-cell lymphoma unspecified
CID100148121,Mucosal inflammation
CID100148121,Mucosal inflammation
CID100148121,Febrile neutropenia
CID100148121,Febrile neutropenia
CID100148127,Menopause
CID100148127,Menopause
CID100148127,Atrophy
CID100148127,Atrophy
CID100148127,Dyspareunia
CID100148127,Dyspareunia
CID100148191,Renal cell carcinoma
CID100148191,Renal cell carcinoma
CID100148191,Mantle cell lymphoma
CID100148191,Mantle cell lymphoma
CID100148191,Mantle cell lymphoma refractory
CID100148191,Mantle cell lymphoma refractory
CID100148192,Hepatitis B
CID100148192,Hepatitis B
CID100148211,Neoplasm malignant
CID100148211,Neoplasm malignant
CID100148211,Nausea
CID100148211,Nausea
CID100148211,Vomiting
CID100148211,Vomiting
CID100148211,Nausea postoperative
CID100148211,Procedural nausea
CID100150310,Angina pectoris
CID100150310,Angina pectoris
CID100150310,Diabetes mellitus
CID100150310,Diabetes mellitus
CID100150310,Type 2 diabetes mellitus
CID100150310,Type 2 diabetes mellitus
CID100150310,Diabetic nephropathy
CID100150310,Diabetic nephropathy
CID100150310,Cardiac failure
CID100150310,Cardiac failure
CID100150310,Cardiac failure congestive
CID100150310,Cardiac failure congestive
CID100150310,Hyperlipidaemia
CID100150310,Hyperlipidaemia
CID100150310,Hypertension
CID100150310,Hypertension
CID100150310,Hypotension
CID100150310,Hypotension
CID100150310,Myocardial infarction
CID100150310,Myocardial infarction
CID100150310,Acute coronary syndrome
CID100150310,Acute myocardial infarction
CID100150310,Acute myocardial infarction
CID100150310,Microalbuminuria
CID100150310,Microalbuminuria
CID100150310,Systolic dysfunction
CID100150310,Systolic dysfunction
CID100150310,Left ventricular systolic dysfunction
CID100150310,Left ventricular dysfunction
CID100150311,Atherosclerosis
CID100150311,Arteriosclerosis
CID100150311,Hypercholesterolaemia
CID100150311,Hypercholesterolaemia
CID100150311,Hyperlipidaemia
CID100150311,Hyperlipidaemia
CID100150311,Weight decreased
CID100150311,Weight decreased
CID100150311,High density lipoprotein decreased
CID100150311,High density lipoprotein decreased
CID100150311,Dyslipidaemia
CID100150311,Dyslipidaemia
CID100150311,Homozygous familial hypercholesterolaemia
CID100150311,Type IIa hyperlipidaemia
CID100150311,Phytosterolaemia
CID100150311,Phytosterolaemia
CID100150311,Increased activity
CID100150311,Agitation
CID100150311,Low density lipoprotein increased
CID100150311,Low density lipoprotein increased
CID100150311,High density lipoprotein decreased
CID100150311,Hepatic impairment
CID100150311,Liver disorder
CID100150311,Chronic kidney disease
CID100150311,Renal failure chronic
CID100150311,Mixed hyperlipidemia
CID100150311,Type V hyperlipidaemia
CID100150610,Abortion infected
CID100150610,Abortion infected
CID100150610,Bacteraemia
CID100150610,Bacteraemia
CID100150610,Bacterial infection
CID100150610,Bacterial infection
CID100150610,Infection
CID100150610,Infection
CID100150610,Ischaemia
CID100150610,Ischaemia
CID100150610,Osteomyelitis
CID100150610,Osteomyelitis
CID100150610,Pelvic infection
CID100150610,Pelvic infection
CID100150610,Pyelonephritis
CID100150610,Pyelonephritis
CID100150610,Septicemia
CID100150610,Sepsis
CID100150610,Urinary tract infection
CID100150610,Urinary tract infection
CID100150610,Diabetic
CID100150610,Diabetes mellitus
CID100150610,Endomyometritis
CID100150610,Endometritis
CID100150610,Infection mixed
CID100150610,Infection
CID100150610,Pyelonephritis acute
CID100150610,Pyelonephritis acute
CID100150610,Community acquired pneumonia
CID100150610,Pneumonia
CID100150610,Diabetic foot infection
CID100150610,Diabetic foot infection
CID100150610,Abdominal infection
CID100150610,Abdominal infection
CID100150610,Gynecological infection
CID100150610,Genital infection female
CID100150610,Renal impairment
CID100150610,Renal impairment
CID100150610,Renal failure
CID100151075,Extravasation
CID100151075,Extravasation
CID100151075,Inflammation
CID100151075,Inflammation
CID100151075,Pain
CID100151075,Pain
CID100151075,Postoperative pain
CID100151075,Procedural pain
CID100151075,Trauma
CID100151075,Injury
CID100151075,Diabetic
CID100151075,Diabetes mellitus
CID100151075,Macular oedema
CID100151075,Macular oedema
CID100151165,Neoplasm malignant
CID100151165,Neoplasm malignant
CID100151165,Nausea
CID100151165,Nausea
CID100151165,Vomiting
CID100151165,Vomiting
CID100151165,Nausea postoperative
CID100151165,Procedural nausea
CID100151171,Adrenal insufficiency
CID100151171,Adrenal insufficiency
CID100151171,Cardiac failure congestive
CID100151171,Cardiac failure congestive
CID100151171,Hyponatraemia
CID100151171,Hyponatraemia
CID100151171,Hypothyroidism
CID100151171,Hypothyroidism
CID100151171,Inappropriate antidiuretic hormone secretion
CID100151171,Inappropriate antidiuretic hormone secretion
CID100151171,Lung disorder
CID100151171,Lung disorder
CID100151171,Hyponatraemic
CID100151171,Hyponatraemia
CID100151174,Hypertension
CID100151174,Hypertension
CID100152945,Diuresis
CID100152945,Polyuria
CID100152945,Prostatomegaly
CID100152945,Prostatomegaly
CID100152945,Benign prostatic hyperplasia
CID100152945,Benign prostatic hyperplasia
CID100153941,Infection
CID100153941,Infection
CID100153941,Fibrosis
CID100153941,Fibrosis
CID100153941,Hepatitis B
CID100153941,Hepatitis B
CID100153941,Inflammation
CID100153941,Inflammation
CID100153941,Liver disorder
CID100153941,Hepatocellular injury
CID100153941,Liver disorder
CID100153941,Foetor hepaticus
CID100153941,Viral infection
CID100153941,Viral infection
CID100153941,Alanine aminotransferase increased
CID100153941,Alanine aminotransferase increased
CID100153941,Hepatitis B e antigen positive
CID100153941,Hepatitis B e antigen positive
CID100153941,Chronic hepatitis B
CID100153941,Chronic hepatitis B
CID100153941,Decompensated cirrhosis
CID100153941,Hepatic cirrhosis
CID100153941,HBV coinfection
CID100153941,Hepatitis B
CID100153994,Hypertension
CID100153994,Hypertension
CID100153994,Essential hypertension
CID100153994,Essential hypertension
CID100153994,Hypertensive
CID100153994,Hypertension
CID100154058,Pollakiuria
CID100154058,Pollakiuria
CID100154058,Micturition urgency
CID100154058,Pollakiuria
CID100154058,Micturition urgency
CID100154058,Urge incontinence
CID100154058,Urge incontinence
CID100154058,Hypertonic bladder
CID100154058,Hypertonic bladder
CID100154256,Fracture
CID100154256,Multiple fractures
CID100154256,Fracture
CID100154256,Hip fracture
CID100154256,Hip fracture
CID100154256,Osteoporosis
CID100154256,Osteoporosis
CID100154256,Osteoporosis postmenopausal
CID100154256,Osteoporosis postmenopausal
CID100154256,Menopausal symptoms
CID100154256,Menopausal symptoms
CID100156326,Bipolar disorder
CID100156326,Bipolar disorder
CID100156326,Bipolar I disorder
CID100156326,Schizoaffective disorder
CID100156326,Schizoaffective disorder
CID100156326,Schizophrenia
CID100156326,Schizophrenia
CID100156326,Parkinsonism
CID100156326,Parkinsonism
CID100156326,Mania
CID100156326,Mania
CID100156326,Dementia
CID100156326,Dementia
CID100156326,Bipolar I disorder
CID100156326,Bipolar I disorder
CID100156418,Carcinoma
CID100156418,Neoplasm malignant
CID100156418,Hypercalcaemia
CID100156418,Hypercalcaemia
CID100156418,Hyperparathyroidism secondary
CID100156418,Hyperparathyroidism secondary
CID100156418,Renal failure chronic
CID100156418,Renal failure chronic
CID100156418,Hyperparathyroidism primary
CID100156418,Hyperparathyroidism primary
CID100156418,Chronic kidney disease
CID100156418,Renal failure chronic
CID100157429,Neoplasm
CID100157429,Neoplasm
CID100157688,Transitional cell carcinoma
CID100157688,Transitional cell carcinoma
CID100157920,Constipation
CID100157920,Constipation
CID100157920,Irritable bowel syndrome
CID100157920,Functional gastrointestinal disorder
CID100157920,Irritable bowel syndrome
CID100157920,Chronic idiopathic constipation
CID100157920,Constipation
CID100157920,Cancer pain
CID100157920,Cancer pain
CID100157920,Opioid induced constipation
CID100157920,Constipation
CID100157921,Neoplasm malignant
CID100157921,Neoplasm malignant
CID100157921,Actinic keratosis
CID100157921,Actinic keratosis
CID100157921,Seborrhoeic keratosis
CID100157921,Porphyrin metabolism disorder
CID100157921,Porphyrin metabolism disorder
CID100157921,Nodular basal cell carcinoma
CID100157921,Basal cell carcinoma
CID100158781,Angina pectoris
CID100158781,Angina pectoris
CID100158781,Diabetes mellitus
CID100158781,Diabetes mellitus
CID100158781,Diabetic nephropathy
CID100158781,Diabetic nephropathy
CID100158781,Cardiac failure
CID100158781,Cardiac failure
CID100158781,Hyperlipidaemia
CID100158781,Hyperlipidaemia
CID100158781,Hypertension
CID100158781,Hypertension
CID100158781,Hypotension
CID100158781,Hypotension
CID100158781,Myocardial infarction
CID100158781,Myocardial infarction
CID100158781,Acute coronary syndrome
CID100158781,Diabetic
CID100158781,Diabetes mellitus
CID100158781,Hypertensive
CID100158781,Hypertension
CID100158786,Age-related macular degeneration
CID100158786,Age-related macular degeneration
CID100159247,Constipation
CID100159247,Constipation
CID100159247,Renal failure chronic
CID100159247,Renal failure chronic
CID100159247,Hyperphosphataemia
CID100159247,Hyperphosphataemia
CID100159247,Chronic kidney disease
CID100159247,Renal failure chronic
CID100160036,Injection site discomfort
CID100160036,Injection site discomfort
CID100160051,Atherosclerosis
CID100160051,Arteriosclerosis
CID100160051,Cardiovascular disorder
CID100160051,Cardiovascular disorder
CID100160051,Coronary heart disease
CID100160051,Coronary artery disease
CID100160051,Diabetes mellitus
CID100160051,Diabetes mellitus
CID100160051,Type 1 diabetes mellitus
CID100160051,Type 1 diabetes mellitus
CID100160051,Type 2 diabetes mellitus
CID100160051,Type 2 diabetes mellitus
CID100160051,Diabetic ketoacidosis
CID100160051,Diabetic ketoacidosis
CID100160051,Hypercholesterolaemia
CID100160051,Hypercholesterolaemia
CID100160051,Type II hyperlipidaemia
CID100160051,Type IIa hyperlipidaemia
CID100160051,Type II hyperlipidaemia
CID100160051,Hyperlipidaemia
CID100160051,Hyperlipidaemia
CID100160051,Hypertension
CID100160051,Hypertension
CID100160051,Hypertriglyceridaemia
CID100160051,Blood triglycerides increased
CID100160051,Hypertriglyceridaemia
CID100160051,Intestinal obstruction
CID100160051,Intestinal obstruction
CID100160051,High density lipoprotein decreased
CID100160051,High density lipoprotein decreased
CID100160051,Dyslipidaemia
CID100160051,Dyslipidaemia
CID100160051,Heterozygous familial hypercholesterolemia
CID100160051,Type IIa hyperlipidaemia
CID100160051,Low density lipoprotein increased
CID100160051,Low density lipoprotein increased
CID100160051,High density lipoprotein decreased
CID100160352,Infection
CID100160352,Infection
CID100160352,Pancreatitis
CID100160352,Pancreatitis
CID100161580,Cystinosis
CID100161580,Cystinosis
CID100163158,Pain
CID100163158,Pain
CID100163296,Acquired immunodeficiency syndrome
CID100163296,Acquired immunodeficiency syndrome
CID100163296,Autoimmune disorder
CID100163296,Drug interaction
CID100163296,Drug interaction
CID100164521,Conjunctivitis allergic
CID100164521,Conjunctivitis allergic
CID100164521,Pruritus
CID100164521,Pruritus
CID100166548,Abscess
CID100166548,Abscess
CID100166548,Aspergillosis
CID100166548,Aspergillus infection
CID100166548,Candida infection
CID100166548,Candida infection
CID100166548,Infection
CID100166548,Infection
CID100166548,Endocarditis
CID100166548,Endocarditis
CID100166548,Meningitis
CID100166548,Meningitis
CID100166548,Fungal infection
CID100166548,Fungal infection
CID100166548,Osteomyelitis
CID100166548,Osteomyelitis
CID100166548,Peritonitis
CID100166548,Peritonitis
CID100166548,Oesophageal candidiasis
CID100166548,Oesophageal candidiasis
CID100166548,Abdominal abscess
CID100166548,Abdominal abscess
CID100166548,Candidemia
CID100166548,Systemic candida
CID100166548,Invasive candidiasis
CID100166548,Systemic candida
CID100168625,Anuria
CID100168625,Anuria
CID100168625,Hyperkalaemia
CID100168625,Hyperkalaemia
CID100168625,Renal failure chronic
CID100168625,Renal failure chronic
CID100168625,Oliguria
CID100168625,Oliguria
CID100168924,Renal failure chronic
CID100168924,Renal failure chronic
CID100170361,Cardiovascular disorder
CID100170361,Cardiovascular disorder
CID100170361,Chronic obstructive pulmonary disease
CID100170361,Chronic obstructive pulmonary disease
CID100170361,Bronchial hyperreactivity
CID100170361,Schizoaffective disorder
CID100170361,Schizoaffective disorder
CID100170361,Schizophrenia
CID100170361,Schizophrenia
CID100170361,Function kidney decreased
CID100170361,Renal impairment
CID100170361,Suicidal behaviour
CID100170361,Suicidal behaviour
CID100171558,Arrhythmia
CID100171558,Arrhythmia
CID100171558,Ascites
CID100171558,Ascites
CID100171558,Diuresis
CID100171558,Polyuria
CID100171558,Oedema
CID100171558,Oedema
CID100171558,Block heart
CID100171558,Atrioventricular block
CID100171558,Hypertension
CID100171558,Hypertension
CID100171558,Irritability
CID100171558,Irritability
CID100171558,Hepatic cirrhosis
CID100171558,Hepatic cirrhosis
CID100171558,Digitalis intoxication (NOS)
CID100171558,Toxicity to various agents
CID100171558,Metabolic alkalosis
CID100171558,Metabolic alkalosis
CID100171558,Sodium high
CID100171558,Blood sodium increased
CID100171558,Potassium low
CID100171558,Blood potassium decreased
CID100176870,Neoplasm malignant
CID100176870,Neoplasm malignant
CID100176870,Non-small cell lung cancer
CID100176870,Non-small cell lung cancer
CID100176870,Neoplasm
CID100176870,Neoplasm
CID100176870,Solid tumour
CID100176870,Neoplasm
CID100176870,Malignant neoplasm of pancreas
CID100176870,Pancreatic carcinoma
CID100176870,Metastases to pancreas
CID100176870,Metastases to pancreas
CID100176870,Pancreatic carcinoma metastatic
CID100179344,Infection
CID100179344,Infection
CID100179344,Diphtheria
CID100179344,Corynebacterium infection
CID100179344,Diphtheria
CID100179344,Epilepsy
CID100179344,Epilepsy
CID100179344,Hepatitis B
CID100179344,Hepatitis B
CID100179344,Poliomyelitis
CID100179344,Poliomyelitis
CID100179344,Convulsion
CID100179344,Convulsion
CID100179344,Tetanus
CID100179344,Tetanus
CID100179344,Pertussis
CID100179344,Pertussis
CID100185457,Renal failure
CID100185457,Renal failure
CID100185457,Urinary tract obstruction
CID100185457,Urinary tract obstruction
CID100192155,Inflammation
CID100192155,Inflammation
CID100193962,Infection
CID100193962,Infection
CID100193962,Rash
CID100193962,Rash
CID100193962,Dermatitis
CID100193962,Human immunodeficiency virus type
CID100193962,HIV infection
CID100193962,Cross resistance
CID100193962,Pathogen resistance
CID100197281,Primary malignant neoplasm of liver
CID100197281,Hepatic cancer
CID100197281,Convulsion
CID100197281,Convulsion
CID100197281,Angiopathy
CID100197281,Angiopathy
CID100197281,Renal impairment
CID100197281,Renal impairment
CID100197281,Renal failure
CID100197281,Hepatocellular carcinoma
CID100197281,Hepatic cancer
CID100197281,Hepatocellular carcinoma
CID100197281,Metastatic disease
CID100197281,Metastatic neoplasm
CID100197712,Connective tissue disorder
CID100197712,Connective tissue disorder
CID100197712,Hypertension
CID100197712,Hypertension
CID100197712,Primary pulmonary hypertension
CID100197712,Pulmonary arterial hypertension
CID100197712,Idiopathic pulmonary arterial hypertension
CID100197712,Pulmonary arterial hypertension
CID100206527,Agoraphobia
CID100206527,Agoraphobia
CID100206527,Chest pain
CID100206527,Chest pain
CID100206527,Depersonalisation
CID100206527,Depersonalisation
CID100206527,Dizziness
CID100206527,Dizziness
CID100206527,Dyspnoea
CID100206527,Dyspnoea
CID100206527,Fatigue
CID100206527,Fatigue
CID100206527,Asthenia
CID100206527,Feeling guilty
CID100206527,Feeling guilty
CID100206527,"Major depressive disorder, single episode"
CID100206527,Major depression
CID100206527,Nausea
CID100206527,Nausea
CID100206527,Numbness
CID100206527,Hypoaesthesia
CID100206527,Sensory loss
CID100206527,Obsessive-compulsive disorder
CID100206527,Obsessive-compulsive disorder
CID100206527,Palpitations
CID100206527,Palpitations
CID100206527,Panic disorder
CID100206527,Panic disorder
CID100206527,Paraesthesia
CID100206527,Paraesthesia
CID100206527,Suicide attempt
CID100206527,Suicide attempt
CID100206527,Sweating
CID100206527,Hyperhidrosis
CID100206527,Chills
CID100206527,Chills
CID100206527,Agitation
CID100206527,Agitation
CID100206527,Panic attack
CID100206527,Panic attack
CID100206527,Lightheadedness
CID100206527,Dizziness
CID100206527,Distress
CID100206527,Emotional distress
CID100206527,Dysphoria
CID100206527,Dysphoria
CID100206527,Bradypsychic response
CID100206527,Bradyphrenia
CID100206527,Obsessive rumination
CID100206527,Obsessive rumination
CID100206527,Obsessive thoughts
CID100206527,Derealisation
CID100206527,Derealisation
CID100206527,Discomfort
CID100206527,Discomfort
CID100206527,Trembling
CID100206527,Tremor
CID100206527,Cerebration impaired
CID100206527,Disturbance in attention
CID100206527,Mental disability
CID100206527,Heart pounding
CID100206527,Palpitations
CID100206527,Abdominal distress
CID100206527,Abdominal discomfort
CID100206527,Suicidal ideation
CID100206527,Suicidal ideation
CID100206527,Decreased interest
CID100206527,Decreased interest
CID100206527,Fear of death
CID100206527,Fear of death
CID100206527,Choking sensation
CID100206527,Choking sensation
CID100206527,Sexual dysfunction
CID100206527,Sexual dysfunction
CID100206527,Compulsions
CID100206527,Compulsions
CID100206527,Hot flush
CID100206527,Menopausal symptoms
CID100206527,Hot flush
CID100206527,Major depression
CID100206527,Major depression
CID100206527,Tingling sensation
CID100206527,Paraesthesia
CID100208898,Atrial fibrillation
CID100208898,Atrial fibrillation
CID100208898,Atrial flutter
CID100208898,Atrial flutter
CID100208898,Cardiac failure
CID100208898,Cardiac failure
CID100208898,Sinus rhythm
CID100208898,Sinus rhythm
CID100208898,Left ventricular systolic dysfunction
CID100208898,Left ventricular dysfunction
CID100208898,Persistent atrial fibrillation
CID100208898,Atrial fibrillation
CID100208902,Insomnia
CID100208902,Insomnia
CID100208908,Breast cancer
CID100208908,Breast cancer
CID100208908,Menopause
CID100208908,Menopause
CID100208908,Neoplasm
CID100208908,Neoplasm
CID100208908,Disease progression
CID100208908,Disease progression
CID100208908,Breast cancer stage IV
CID100208908,Breast cancer stage IV
CID100208908,Metastatic disease
CID100208908,Metastatic neoplasm
CID100213023,Atrial fibrillation
CID100213023,Atrial fibrillation
CID100213023,Embolism
CID100213023,Embolism
CID100213023,Pulmonary embolism
CID100213023,Pulmonary embolism
CID100213023,Cerebrovascular accident
CID100213023,Cerebrovascular accident
CID100213023,Deep vein thrombosis
CID100213023,Deep vein thrombosis
CID100213023,Thromboembolic event
CID100213023,Embolism
CID100213039,Infection
CID100213039,Infection
CID100213039,Factor XI deficiency
CID100213039,Factor XI deficiency
CID100213039,Immunodeficiency
CID100213039,Immunodeficiency
CID100213039,Infection mixed
CID100213039,Infection
CID100213046,Bipolar disorder
CID100213046,Bipolar disorder
CID100213046,Bipolar I disorder
CID100213046,Bipolar depression
CID100213046,Bipolar I disorder
CID100213046,Schizoaffective disorder
CID100213046,Schizoaffective disorder
CID100213046,Schizophrenia
CID100213046,Schizophrenia
CID100213046,Mania
CID100213046,Mania
CID100213046,Dementia
CID100213046,Dementia
CID100213046,Bipolar I disorder
CID100213046,Bipolar I disorder
CID100216209,Angina pectoris
CID100216209,Angina pectoris
CID100216209,Diabetes mellitus
CID100216209,Diabetes mellitus
CID100216209,Diabetic nephropathy
CID100216209,Diabetic nephropathy
CID100216209,Cardiac failure
CID100216209,Cardiac failure
CID100216209,Hyperlipidaemia
CID100216209,Hyperlipidaemia
CID100216209,Hypertension
CID100216209,Hypertension
CID100216209,Hypotension
CID100216209,Hypotension
CID100216209,Nephropathy
CID100216209,Nephropathy
CID100216209,Myocardial infarction
CID100216209,Myocardial infarction
CID100216209,Acute coronary syndrome
CID100216209,Essential hypertension
CID100216209,Essential hypertension
CID100216209,Hypertensive
CID100216209,Hypertension
CID100216210,Atrial fibrillation
CID100216210,Atrial fibrillation
CID100216210,Embolism
CID100216210,Embolism
CID100216210,Pulmonary embolism
CID100216210,Pulmonary embolism
CID100216210,Cerebrovascular accident
CID100216210,Cerebrovascular accident
CID100216210,Deep vein thrombosis
CID100216210,Deep vein thrombosis
CID100216235,Connective tissue disorder
CID100216235,Connective tissue disorder
CID100216235,Hypertension
CID100216235,Hypertension
CID100216235,Pulmonary hypertension
CID100216235,Pulmonary hypertension
CID100216235,Primary pulmonary hypertension
CID100216235,Pulmonary arterial hypertension
CID100216235,Pulmonary hypertension secondary
CID100216235,Pulmonary hypertension
CID100216237,Cardiac failure
CID100216237,Cardiac failure
CID100216237,Hyponatraemia
CID100216237,Hyponatraemia
CID100216237,Inappropriate antidiuretic hormone secretion
CID100216237,Inappropriate antidiuretic hormone secretion
CID100216237,Neurological symptom
CID100216237,Neurological symptom
CID100216237,Hyponatraemic
CID100216237,Hyponatraemia
CID100216239,Atrial fibrillation
CID100216239,Atrial fibrillation
CID100216239,Neoplasm malignant
CID100216239,Neoplasm malignant
CID100216239,Non-small cell lung cancer
CID100216239,Non-small cell lung cancer
CID100216239,Renal cell carcinoma
CID100216239,Renal cell carcinoma
CID100216239,Embolism
CID100216239,Embolism
CID100216239,Hypoparathyroidism
CID100216239,Hypoparathyroidism
CID100216239,Pulmonary embolism
CID100216239,Pulmonary embolism
CID100216239,Cerebrovascular accident
CID100216239,Cerebrovascular accident
CID100216239,Deep vein thrombosis
CID100216239,Deep vein thrombosis
CID100216239,Thyroid carcinoma
CID100216239,Thyroid cancer
CID100216239,Acute coronary syndrome
CID100216239,Acute coronary syndrome
CID100216239,Hepatocellular carcinoma
CID100216239,Hepatic cancer
CID100216239,Hepatocellular carcinoma
CID100216258,Infection
CID100216258,Infection
CID100216258,Cystic fibrosis
CID100216258,Cystic fibrosis
CID100216258,Lung infection
CID100216258,Lung infection
CID100216326,Rash
CID100216326,Rash
CID100216326,Dermatitis
CID100216326,Plasma cell myeloma
CID100216326,Plasma cell myeloma
CID100216326,Plasmacytoma
CID100216326,Myelodysplastic syndrome
CID100216326,Myelodysplastic syndrome
CID100216326,Thromboembolism
CID100216326,Embolism venous
CID100216326,Embolism
CID100216326,Mantle cell lymphoma
CID100216326,Mantle cell lymphoma
CID100216326,Transfusion dependent anaemia
CID100216326,Anaemia
CID100216416,Fracture
CID100216416,Multiple fractures
CID100216416,Fracture
CID100216416,Hip fracture
CID100216416,Hip fracture
CID100216416,Osteoporosis
CID100216416,Osteoporosis
CID100216416,Menopausal symptoms
CID100216416,Menopausal symptoms
CID100219024,Block heart
CID100219024,Atrioventricular block
CID100219024,Long QT syndrome
CID100219024,Long QT syndrome
CID100219024,Lung disorder
CID100219024,Lung disorder
CID100219024,Hypovolaemia
CID100219024,Hypovolaemia
CID100219078,Epilepsy
CID100219078,Epilepsy
CID100219078,Convulsion
CID100219078,Convulsion
CID100219090,Neoplasm malignant
CID100219090,Neoplasm malignant
CID100219090,Nausea
CID100219090,Nausea
CID100219090,Vomiting
CID100219090,Vomiting
CID100222786,Congenital adrenal hyperplasia
CID100222786,Adrenogenital syndrome
CID100222786,Anaemia
CID100222786,Anaemia
CID100222786,Haemolytic anaemia
CID100222786,Haemolytic anaemia
CID100222786,Arthritis
CID100222786,Arthritis
CID100222786,Gouty arthritis
CID100222786,Gouty arthritis
CID100222786,Gout
CID100222786,Psoriatic arthropathy
CID100222786,Psoriatic arthropathy
CID100222786,Rheumatoid arthritis
CID100222786,Rheumatoid arthritis
CID100222786,Arthritis
CID100222786,Asthma
CID100222786,Asthma
CID100222786,Berylliosis
CID100222786,Berylliosis
CID100222786,Bursitis
CID100222786,Bursitis
CID100222786,Neoplasm malignant
CID100222786,Neoplasm malignant
CID100222786,Chorioretinitis
CID100222786,Chorioretinitis
CID100222786,Choroiditis
CID100222786,Choroiditis
CID100222786,Colitis ulcerative
CID100222786,Colitis ulcerative
CID100222786,Proctocolitis
CID100222786,Collagen disorder
CID100222786,Collagen disorder
CID100222786,Conjunctivitis allergic
CID100222786,Conjunctivitis allergic
CID100222786,Dermatitis
CID100222786,Dermatitis
CID100222786,Dermatitis exfoliative
CID100222786,Dermatitis exfoliative
CID100222786,Dermatitis atopic
CID100222786,Dermatitis atopic
CID100222786,Dermatitis contact
CID100222786,Dermatitis contact
CID100222786,Dermatomyositis
CID100222786,Dermatomyositis
CID100222786,Diuresis
CID100222786,Polyuria
CID100222786,Drug hypersensitivity
CID100222786,Drug hypersensitivity
CID100222786,Oedema
CID100222786,Oedema
CID100222786,Endocrine disorder
CID100222786,Endocrine disorder
CID100222786,Endophthalmitis
CID100222786,Panophthalmitis
CID100222786,Endophthalmitis
CID100222786,Enteritis
CID100222786,Enteritis
CID100222786,Epicondylitis
